0.00040821,0.00034823,0.00035238,0.00033402,0.00034695
0.00011846,0.00011051,9.5646e-05,0.00010793,8.5113e-05
3.2792e-05,1.4206e-05,4.0411e-05,3.6265e-05,3.0792e-05
4.0384e-05,4.3742e-05,3.0029e-05,4.1035e-05,3.8204e-05
8.511e-05,5.9369e-05,0.00011031,8.3396e-05,8.7909e-05
0.00022349,0.00026225,0.00023789,0.00026379,0.00022728
3.5894e-05,4.4428e-05,4.9389e-05,3.5815e-05,2.2832e-05
0.00019785,0.00025684,0.00026237,0.00023701,0.00023037
9.5493e-05,0.00010269,0.00013538,9.1904e-05,9.2248e-05
4.0723e-05,3.9373e-05,5.4193e-05,5.6878e-05,4.5628e-05
0.0001699,0.00011804,0.00013297,0.00016542,0.0002288
0.00028363,0.00033126,0.00032266,0.00027781,0.00027531
0.00012005,0.00011156,0.00010301,9.3644e-05,0.00010188
4.4971e-05,3.703e-05,5.3099e-05,5.5653e-05,3.5512e-05
1.1439e-06,1.1873e-06,1.0423e-06,8.2794e-07,8.2494e-07
2.1812e-07,2.9409e-07,2.591e-07,3.3342e-07,3.6283e-07
9.0673e-05,0.00012877,8.9997e-05,0.00010124,6.1717e-05
0.00012333,0.00013228,0.00016959,0.00015928,0.00012224
0.00010131,6.9445e-05,0.0001011,0.0001238,9.7875e-05
0.00010163,0.0001111,0.00014821,0.00010183,0.00010057
1.0147e-05,1.393e-05,7.315e-06,3.7689e-06,9.1759e-06
0.00014197,0.00022896,0.00019137,0.00011886,0.00012564
0.00023724,0.00020361,0.00032742,0.00021375,0.00017018
4.3733e-05,4.1058e-05,5.9617e-05,3.6074e-05,3.3682e-05
8.9259e-05,8.0794e-05,0.000117,9.8037e-05,0.00010243
0.00016232,0.00015869,0.0001827,0.00015766,0.00015103
0.00010069,4.0775e-05,0.00010596,8.0847e-05,7.2521e-05
5.9059e-05,7.259e-05,4.6025e-05,9.874e-05,8.744e-05
5.0359e-05,2.4656e-05,8.809e-05,4.1255e-05,3.2614e-05
0.0001835,0.00018384,0.00018087,0.00019585,0.00020235
0.00015676,0.00019204,0.00011285,0.00012769,0.00013892
2.5457e-05,2.6154e-05,2.9776e-05,2.3345e-05,2.5633e-05
0.00014398,0.00014401,0.00015172,0.0001323,0.00015275
0.00082253,0.00092657,0.00081558,0.00083963,0.00077956
6.5641e-05,8.0193e-05,4.7221e-05,9.0056e-05,7.1236e-05
0.0001266,8.9758e-05,0.00011862,0.00010427,0.0001026
0.00017373,0.00017771,0.00020142,0.00020842,0.00013849
0.00023871,0.00021775,0.00021102,0.00021751,0.00020381
0.0001367,0.00014021,0.00012858,0.00012382,0.00011626
0.00015653,0.00014851,0.00014725,0.00017213,0.00015654
0.00019347,0.00018389,0.00019499,0.00018936,0.00017036
0.0016118,0.0017188,0.001412,0.0015413,0.0017178
8.1737e-05,7.6924e-05,9.8132e-05,8.1096e-05,7.2945e-05
4.4252e-05,6.4143e-05,4.775e-05,5.5203e-05,3.1747e-05
1.6761e-05,2.6232e-05,2.7273e-05,3.5354e-05,2.8051e-05
1.2478e-05,1.5219e-05,1.0512e-05,1.6055e-05,1.2289e-05
2.0558e-05,6.9783e-06,1.602e-05,2.6873e-05,1.8387e-05
5.3617e-05,7.0809e-05,6.8035e-05,5.0569e-05,6.0226e-05
0.0039445,0.0036538,0.0037345,0.0038739,0.0039039
0.00010292,0.00012903,9.1238e-05,0.00013912,8.8381e-05
8.3147e-05,7.5843e-05,9.849e-05,0.00011132,8.6421e-05
0.00013906,0.00019234,0.00017167,0.00014989,0.00017992
3.6115e-05,2.0985e-05,3.6427e-05,3.9169e-05,4.6969e-05
1.6644e-06,2.2589e-06,1.7021e-06,1.6373e-06,1.6482e-06
