1.0186e-07,0,3.2388e-10,7.5773e-08,0.0047021
0.0017756,7.3133e-07,1.4779e-05,0.00068857,3.2037e-05
3.7578e-06,6.0826e-05,0.013113,0.0016808,2.0959e-06
0.0019944,1.1885e-05,2.1319e-05,4.6552e-06,7.3251e-07
0.001988,1.414e-06,6.7453e-05,8.2434e-06,4.4932e-06
0.0014799,0,3.574e-14,9.1764e-11,0.001223
0.0015547,1.1278e-05,9.1904e-06,0.001458,1.0209e-08
3.881e-05,0.0085646,0.0071872,1.2043e-06,6.8478e-12
0.0014201,1.3135e-08,2.0716e-07,0.00018446,0.0012319
0.0018182,0.0011927,0.00012695,2.3904e-05,1.0048e-07
0.0019035,0.0006996,0,8.0993e-06,3.2918e-07
0,0,0,0.0049952,0.0011354
0.0020002,6.205e-10,0,0,0
5.8936e-06,0.0048478,0.011594,0.00012113,1.0219e-09
0.0019565,0,0,1.4225e-06,0.00010176
0.0020001,7.0029e-11,0,9.2436e-08,8.0887e-10
0.0019814,9.9159e-08,4.3185e-07,3.4565e-05,1.9191e-05
2.601e-05,0,4.1118e-08,4.4578e-06,0.0046381
2.4111e-10,0,8.3735e-12,6.6952e-07,0.0047019
0.0019998,4.1321e-09,1.53e-09,5.6421e-09,8.2654e-07
8.152e-05,7.4084e-11,1.9963e-07,9.9596e-05,0.0044396
5.1998e-11,1.4117e-11,3.9938e-10,4.5875e-05,0.0046697
7.9995e-07,0.014702,0.00013424,2.4661e-05,6.1286e-09
1.9839e-05,0,2.0265e-08,2.0236e-08,0.0046558
0.001834,0.00042897,0.00081588,5.4829e-05,0
3.1564e-06,0.0037066,0.011226,0.0007718,5.9862e-11
5.0075e-06,0,1.0659e-09,1.1207e-09,0.0046906
7.1022e-06,0.0027293,0.011506,0.0010873,9.0008e-08
7.4579e-05,0,0.017095,0,7.7309e-07
0.00042229,0,2.8767e-05,1.0439e-06,0.0037012
0.00013943,0,7.3912e-15,6.9235e-12,0.0043746
0.0019995,3.1076e-10,0,8.4578e-07,1.0757e-06
0.0018935,0,9.8207e-07,2.9917e-06,0.00024837
0.0020002,0,0,7.5625e-11,0
1.489e-07,0,9.2064e-07,0.0040606,0.0018022
2.0753e-05,1.0006e-09,3.7637e-06,0.00094027,0.0039812
2.4186e-05,0,3.1639e-11,7.8231e-08,0.0046455
0.0019848,1.0276e-06,3.4109e-06,1.3552e-05,2.5129e-05
0.0001967,0.00060866,0.015112,6.4883e-05,1.4332e-07
0.0019946,2.6147e-06,5.2889e-06,1.5096e-05,2.0992e-08
0.0017903,0.00043082,0.00050879,0.00030908,1.7214e-06
0.0020002,1.3836e-09,0,0,0
0.0019993,3.4681e-06,1.2572e-06,8.7811e-07,4.5326e-09
0.00015042,0,2.6122e-09,3.1772e-06,0.0043465
0.00017743,8.5577e-09,4.7569e-08,0.0019707,0.002878
3.2888e-05,3.5509e-06,0.00034815,0.0055164,0.00059255
0.0020001,6.385e-11,0,3.1388e-08,1.3005e-07
0.001925,0.00041295,0.00017115,1.1637e-06,4.4638e-11
0.00094349,0,9.1529e-09,2.3437e-07,0.0024841
7.2018e-08,8.6244e-09,1.9959e-07,1.4422e-05,0.0046919
0.002,0,5.4356e-11,6.2681e-09,4.2094e-07
0.0019565,0,3.0962e-09,2.1122e-08,0.00010259
0.001998,0,1.9198e-06,6.0186e-07,4.2042e-06
0.0014694,0.00031823,0.0025581,0.00065583,1.5004e-06
0.0019942,0,8.8701e-06,1.6349e-05,5.1051e-09
0.0012962,0.00019163,1.6582e-05,0.0022215,3.7421e-06
2.4341e-05,0,4.4806e-05,0.0019961,0.0032079
0.0019869,8.4365e-07,2.4777e-06,3.9078e-05,2.4369e-06
0.0020001,0,3.9892e-11,3.702e-10,8.2099e-08
0.0019993,0,7.6946e-06,6.5343e-08,2.3691e-08
0.0020002,0,0,2.6786e-11,0
0.0019977,0,8.6069e-06,9.5487e-07,2.8517e-06
0.0011453,0.0059807,0.00044926,5.093e-07,1.3618e-10
0.0019929,2.9906e-06,2.1302e-06,1.784e-05,2.7367e-06
0.0019913,1.6308e-06,5.4236e-06,1.361e-05,9.2561e-06
2.6749e-05,0.014588,0.00010544,0,6.3053e-13
0.0019888,1.4445e-06,0,2.4568e-06,2.4456e-05
0.00062824,5.0436e-05,0.00026007,0.0043924,4.0519e-06
0,0,0,0,0
0.0019995,0,4.2225e-08,1.4974e-06,4.7624e-07
5.2465e-05,0.00083215,0.0163,3.6232e-07,1.4526e-09
0.0017801,0,0,0.00072464,0
0.0019757,4.3128e-08,1.4384e-07,5.3759e-05,1.9177e-05
0.00091609,1.39e-05,0.00033836,0.0033802,4.0946e-05
0.002,5.9378e-10,0,1.402e-07,2.9801e-07
0.0004946,0.011155,5.0397e-05,4.3023e-10,3.3878e-13
1.9159e-05,0.014436,0.00015042,7.5682e-05,3.0342e-08
9.2936e-06,0,9.8925e-08,7.8198e-07,0.00468
1.334e-06,0.0045263,0.012344,1.2965e-07,8.3607e-11
0.0014943,1.5822e-12,0,2.4091e-07,0.0011892
3.081e-06,0.014264,0.00070132,0,5.5399e-07
0.0017119,0.00095108,0.00061001,0.00030183,4.1922e-08
0.0018858,0.00061639,0.00014288,4.9971e-05,5.4501e-07
0.00011795,0.0020433,0.012698,0.00058139,1.9091e-06
5.6562e-06,3.2369e-06,9.7816e-07,0.0025499,0.002867
0.0020002,0,0,0,0
0.0019959,8.1259e-08,2.1868e-08,0,1.0079e-05
0.000152,0.0012053,0.00023718,0.005458,3.7388e-06
0.001162,0.0012977,0.0036112,0.00084489,9.1766e-07
0.0019971,9.3467e-06,1.569e-05,4.7834e-08,1.1625e-07
1.0005e-06,0,1.7486e-09,2.6489e-07,0.0046999
0.002,1.972e-07,0,3.1956e-07,1.2046e-07
0.0019928,3.4366e-09,7.283e-09,1.3541e-08,1.7388e-05
0.001837,9.02e-09,1.1829e-07,1.6654e-06,0.00038238
2.1011e-08,0.0143,0.00059317,3.471e-05,1.7316e-11
0.0017897,0.00035099,0.000517,0.00033666,6.5855e-06
0.0016404,1.4216e-05,5.154e-05,0.0011499,6.5771e-06
1.9695e-06,5.5203e-05,0.00028423,0.0064488,1.3029e-08
0.001998,0,1.8792e-12,1.2064e-10,5.1635e-06
2.2311e-07,0.0058122,0.0091622,0.00061194,1.7543e-06
7.2942e-05,0.011715,0.002091,0.00038367,1.8495e-07
2.2916e-05,3.8905e-07,2.1685e-05,0.0060623,0.0003136
3.0496e-06,0,9.8869e-08,2.2384e-06,0.0046936
0.0019937,4.726e-05,0,4.0516e-07,3.094e-10
0.0020002,0,0,0,0
0.0019998,0,0,1.0904e-08,8.5145e-07
0.0019396,8.0595e-09,4.0816e-08,1.6013e-06,0.00014119
3.5778e-09,3.3724e-11,4.9647e-10,3.1793e-05,0.0046797
1.4111e-10,0,1.9938e-13,1.3434e-08,0.0047024
0.0019998,1.9902e-06,2.7412e-07,3.0194e-07,9.594e-09
0.0019978,1.5428e-05,7.877e-07,2.7743e-07,1.6699e-07
3.6236e-06,0.00049499,0.0048402,0.0043385,0.00015785
0,0.010907,0.0043531,0.00014112,1.3918e-06
0.0019861,1.9226e-06,4.981e-06,3.1271e-05,8.82e-06
9.8462e-07,1.8401e-10,1.8305e-07,0.0006096,0.0042647
0.00025637,2.2911e-05,3.384e-05,0.0057011,1.2352e-05
0.00013855,0.0058024,0.0096021,1.9569e-07,1.4086e-11
0.0012807,0,8.3963e-05,0.0010877,0.0008925
1.9075e-05,1.439e-06,0.0001853,0.0064524,4.3705e-07
0.0019902,6.2271e-05,6.3927e-06,2.906e-06,1.6167e-08
0.001677,2.1911e-06,0.00048802,0.000657,0.00016068
4.7122e-06,1.6871e-05,0.015244,0.00090971,3.0378e-07
