2.1405e-05,3.3091e-05,2.7284e-05,4.0469e-05,4.2432e-05
1.0872e-05,1.5627e-05,1.3001e-05,1.773e-05,1.911e-05
5.8704e-06,7.7378e-06,5.1403e-06,4.3026e-06,7.2807e-06
7.9382e-06,1.0925e-05,6.2966e-06,1.1478e-05,9.2817e-06
1.1512e-05,1.6589e-05,1.1698e-05,2.2049e-05,2.1968e-05
1.6745e-05,2.3575e-05,1.8286e-05,3.1159e-05,3.1149e-05
4.766e-06,8.6567e-06,5.9773e-06,8.7101e-06,1.3585e-05
1.9309e-05,3.4851e-05,1.7784e-05,3.3039e-05,3.1827e-05
7.9324e-06,1.6625e-05,1.0003e-05,1.5396e-05,2.5107e-05
5.2832e-06,8.4188e-06,6.3747e-06,1.3718e-05,9.1569e-06
1.6738e-05,2.6848e-05,1.6527e-05,2.8756e-05,4.5361e-05
1.6573e-05,2.1661e-05,1.7212e-05,2.4919e-05,3.1161e-05
1.0074e-05,1.6326e-05,1.3372e-05,1.4347e-05,2.0061e-05
5.5255e-06,7.524e-06,6.8799e-06,1.2148e-05,8.4025e-06
7.8777e-08,1.3131e-07,9.7976e-08,2.9551e-07,3.5388e-07
3.3762e-08,3.4789e-08,3.8835e-08,5.5028e-08,8.0655e-08
1.2136e-05,1.7488e-05,1.1523e-05,2.0633e-05,2.6455e-05
1.3615e-05,1.9592e-05,1.1247e-05,2.2029e-05,2.4438e-05
1.4364e-05,2.3869e-05,1.5702e-05,2.067e-05,2.2632e-05
9.4167e-06,1.4e-05,1.2529e-05,1.8102e-05,1.9038e-05
2.411e-06,2.5051e-06,2.7993e-06,4.3189e-06,4.2543e-06
1.5188e-05,2.3288e-05,1.6888e-05,2.3088e-05,2.5632e-05
1.9665e-05,3.1683e-05,2.2137e-05,3.1473e-05,3.061e-05
5.3096e-06,8.5254e-06,6.0905e-06,6.2337e-06,9.5299e-06
1.1292e-05,1.7726e-05,1.4686e-05,1.4419e-05,2.0143e-05
1.0413e-05,1.9157e-05,1.4647e-05,1.8411e-05,1.7518e-05
1.0372e-05,1.5469e-05,1.0637e-05,1.9315e-05,1.2604e-05
7.2744e-06,1.0856e-05,9.5394e-06,1.7929e-05,1.3089e-05
9.3639e-06,6.8261e-06,1.0968e-05,1.4732e-05,1.6833e-05
1.8889e-05,2.7896e-05,1.7709e-05,2.3214e-05,2.3772e-05
1.741e-05,2.7647e-05,1.7638e-05,1.9472e-05,2.6583e-05
3.1471e-06,4.2162e-06,2.9918e-06,5.2229e-06,4.5722e-06
6.9425e-06,1.2337e-05,7.2918e-06,1.3404e-05,1.2862e-05
3.3442e-05,5.2852e-05,3.545e-05,5.3866e-05,5.7154e-05
9.5451e-06,1.712e-05,9.1582e-06,1.8404e-05,1.6597e-05
1.4214e-05,1.9473e-05,1.1457e-05,2.3725e-05,1.6758e-05
1.8144e-05,2.359e-05,1.7257e-05,3.2086e-05,2.8918e-05
1.5614e-05,2.581e-05,1.683e-05,3.2588e-05,2.9179e-05
7.9204e-06,1.1861e-05,7.7703e-06,1.1554e-05,1.2558e-05
7.1147e-06,1.0175e-05,7.71e-06,1.2599e-05,1.2107e-05
