cell_id	Bin1	Bin2	Bin3	Bin4	Bin5
X105A11_S177	3.45219412806004e-09	3.23679988754704e-12	1.69450736215721e-09	8.25212833188055e-06	0.99999174272173
X105A12_S185	0.260019009531756	0.000412528712209074	0.015960090217516	0.656092727504593	0.0675156440339258
X105A1_S97	3.85072558301018e-06	0.000653350051654716	0.799665062130155	0.199652184781924	2.5552310683079e-05
X105A2_S105	0.988924502193381	0.00589013244815562	0.00480046511725647	0.000356362814859919	2.85374263469574e-05
X105A3_S113	0.971696588489586	0.000961953263852047	0.0253952460951262	0.00191020939017016	3.60027612657334e-05
X105A4_S121	0.886428317156375	4.87440512671834e-12	3.61673798671448e-11	3.51203424360434e-08	0.11357164768224
X105A5_S129	0.0029630983956725	0.000348090675952424	0.00440346782242822	0.992273131584503	1.22115214437223e-05
X105A6_S137	0.0047511227301221	0.578216312737257	0.416988429013074	4.41354329999265e-05	8.65474718803806e-11
X105A9_S161	0.805178501431571	7.48460067026883e-06	7.61426734089878e-05	0.0353895551655713	0.159348316128779
X105B11_S178	0.654068672625592	0.332839861318725	0.0119380160880286	0.00114977381775261	3.67614990234307e-06
X105B12_S186	0.75106625777067	0.101937695494925	0.146354375647854	0.000580528838686686	6.11422478640188e-05
X105B1_S98	0.958615101244856	0.00159725355411691	0	0.0391142573029246	0.000673387898101854
X105B2_S106	0.999999681984171	1.05285991137218e-07	2.12729838213838e-07	0	0
X105B3_S114	0.000606319430980766	0.357583373061972	0.637996716534914	0.00381358678807266	4.1840607353656e-09
X105B9_S162	0.996988503785121	7.5466925995897e-11	0	0	0.00301149613941223
X105C11_S179	0.998693332091499	9.39319648530954e-07	0	0.00128499892560522	2.07296632473488e-05
X105C12_S187	0.961883001963264	0.000100525140979498	0.000439633092521921	0.0232152972706135	0.0143615425326208
X105C1_S99	0.0253752679474712	2.13473905921197e-06	3.43645414117342e-05	0.00203060544656749	0.97255762732549
X105C2_S107	5.7632516138556e-07	1.0189664265995e-09	3.71537911339519e-07	0.000715741792710146	0.999283309325251
X105C4_S123	0.999919195435959	1.42085650277407e-06	5.729960823513e-07	1.32349061413864e-06	7.74872208416434e-05
X105C5_S131	0.00434268240952923	6.05308672660639e-08	3.12606135580768e-06	0.0323199635547913	0.963334167443456
X105C7_S147	1.71182558322885e-08	3.27242575952617e-08	1.29203722637627e-07	0.0181635477277455	0.981836273226019
X105C8_S155	3.35423668700624e-05	0.972639141637789	0.0255785603012304	0.00174675634744624	1.99934666445712e-06
X105C9_S163	3.75603774591005e-05	1.3693142715775e-09	2.51027505261251e-07	5.99400660252524e-05	0.999902247159696
X105D10_S172	0.624967706417622	0.164631419344427	0.204782177982975	0.00561734075705446	1.35549792160116e-06
X105D12_S188	0.000544489759247795	0.29342953123064	0.687583686169451	0.0184422925322915	3.08369464228438e-10
X105D1_S100	0.000102730316371714	1.20417478405998e-10	3.00302370190087e-09	1.35466392651638e-06	0.999895911896261
X105D2_S108	0.000912346354514818	0.343898654659818	0.616169006295351	0.0390186406381258	1.35205218985024e-06
X105D3_S116	0.000103301338342738	0.0129238700360507	0.983721313310012	0.00324802458899464	3.49072659992443e-06
X105D4_S124	0.0186218650177306	0.00464250640404914	0	0.0146273511328571	0.962108277445363
X105D6_S140	0.00357184066530219	2.45822688342719e-14	2.92438570010274e-12	3.89392597264355e-09	0.996428155437823
X105D7_S148	0.999858879552338	2.9148150188591e-08	1.050686889602e-08	9.4270753681844e-05	4.68100389608321e-05
X105D8_S156	0.055325833122764	4.65818678039701e-06	0.0010909646137067	0.00695060518996453	0.936627938886785
X105E12_S189	0.998761800328672	7.23249621336398e-12	5.59756227078857e-11	5.91644434102827e-08	0.00123814044367654
X105E1_S101	1.79822403451176e-05	0.00313227511644775	0.000521450977115509	0.938118861860838	0.058209429805254
X105E3_S117	5.06446890210676e-05	3.97726782089683e-10	1.70741471121108e-06	0.00980721503528405	0.990140432463257
X105E5_S133	0.0292599966554226	6.88663064558033e-10	1.85901777994297e-08	6.48230494532678e-05	0.970675161016283
X105E7_S149	0.993877253625567	0.000337460581743044	0.00110238501550981	0.00242712200209388	0.0022557787750866
X105E8_S157	0.00289295197117326	0.0261877122524519	0.965534348803635	0.00538358545999603	1.40151274396143e-06
X105E9_S165	0.995086018249722	0.001359995775957	0.00127612616374805	0.00227645403276083	1.40577781197931e-06
X105F10_S174	0.672230786400458	0.183079467834957	0.120341175094555	0.0243086529441751	3.99177258546268e-05
X105F11_S182	0.999999876676819	9.05816929083458e-09	1.14265011252427e-07	0	0
X105F1_S102	0.998234795516466	0.00123312774826898	0.000368525978181565	0.000163205532409081	3.45224674393229e-07
X105F4_S126	0.179555511819576	8.97167060802066e-08	3.6221129324571e-06	0.00216071272930386	0.818280063621482
X105F7_S150	9.54996244090446e-07	4.53290020320239e-09	8.19681799529129e-07	0.243582454315195	0.756415766473861
X105F8_S158	0.0139614413454411	0.00177455908697801	0.0927867092908327	0.8836438771518	0.00783341312494852
X105F9_S166	0.999978578386484	2.6947527965855e-08	0	1.27127375630259e-05	8.68192842494855e-06
X105G10_S175	0.76441610185242	0.201598355499131	0.0337291855557021	0.000256357083118206	9.62886599336403e-12
X105G11_S183	0.720251133002115	9.59449378659252e-08	7.99207396560903e-06	9.5838682024697e-05	0.279644940296957
X105G2_S111	5.66217984364207e-05	1.28716389508175e-05	7.71658173661096e-05	0.0053355658701971	0.99451777487505
X105G3_S119	0.999964604099161	6.3710030629499e-09	2.34150533847134e-08	1.73418915772447e-06	3.36319256250025e-05
X105G4_S127	0.983873004100289	3.68176062794889e-09	1.31080994117257e-06	2.7574089980207e-06	0.0161229239990115
X105G6_S143	0.99809300466512	9.29358730040478e-05	0.00123369828823121	0.00019044117744878	0.000389919996196382
X105G8_S159	0.450004756365094	0.0602917045050768	0.439867479596303	0.0497504422016879	8.56173318385936e-05
X105G9_S167	0.879135545020186	0.0889910223308548	0.0157279890611691	0.0161442044563405	1.23913144944506e-06
X105H10_S176	0.243223236955873	0.593897520335695	0.0407463790018683	0.122067995588968	6.4868117596236e-05
X105H11_S184	9.75869873071786e-05	8.26676873705502e-06	0.00254181350898505	0.643067530692773	0.354284802042197
X105H2_S112	0.990130346941252	0.000244998156123803	0.000498110326617851	0.00895706621793418	0.000169478358072605
X105H6_S144	0.978326781135679	5.84658769204291e-07	9.55049186343177e-06	0.000126538531691698	0.021536545181997
X105H7_S152	0.99450983725974	0.00259684241066799	0.00287087188324079	2.24402466056724e-05	8.19974585882288e-09
X105H8_S160	0.999997857854905	1.870041854578e-13	3.59077193631771e-10	9.10063220674906e-12	2.14177672987925e-06
X105H9_S168	0.997097639753448	0.000499656385109716	0.00197454803537382	0.000177321193801996	0.000250834632266577
X115A10_S265	0.316013516835641	0.6707466121676	0.0131707510610195	6.91183073850336e-05	1.6283553271403e-09
X115A11_S273	0.998602650219196	0.000314110396114196	0.000449371192598638	0.000624970559534517	8.89763255707668e-06
X115A12_S281	0.995113706940938	0.00067298123906664	0.00132085375060896	0.00219763897151574	0.000694819097871319
X115A1_S193	0.117634582858041	0	0.882362914324069	2.50268092744927e-06	1.36962588759773e-10
X115A2_S201	0.828219910454386	0.0402976660975189	4.26321627521217e-05	0.103417732938885	0.0280220583464581
X115A3_S209	0.225226142411309	0.018457670390066	0.0552315157848456	0.700758771879874	0.000325899533904998
X115A5_S225	0.999570288535881	1.62029610212938e-05	1.6393107165405e-05	0.000381021020906703	1.60943750252912e-05
X115A6_S233	0.00331470443902957	0.0640938958592855	0.932578323748032	1.30736980758429e-05	2.25557708794574e-09
X115A7_S241	0.210746432690262	6.50465721561648e-08	2.61852080746855e-06	0.720917812883571	0.0683330708587874
X115A8_S249	0.996402845126757	4.2088699702374e-06	9.79736723865331e-05	0.00191833799236287	0.00157663433852311
X115B10_S266	0.135112057944699	0.0245940866915021	0.153682716190949	0.681113670889195	0.00549746828365458
X115B11_S274	0.998259669458849	1.13993818300264e-05	0	0.00120701606330878	0.000521915096012421
X115B12_S282	0.0236565817703191	0.976148457158455	0.000194952041896385	9.02781670859353e-09	1.51310583119614e-12
X115B1_S194	0.00153432117273114	0.914908930481361	0.0706469197075711	0.0129075215025627	2.30713577427939e-06
X115B3_S210	0.0110450898884389	1.72104333522248e-07	6.71116997301212e-05	0.000612514094469268	0.988275112213028
X115B4_S218	6.27380354620053e-06	0.24229099038436	0.757702353278871	3.82531491466985e-07	1.73055742235597e-12
X115B7_S242	0.827936336860817	4.75760660755915e-09	4.4791360195765e-09	0.000491673265783495	0.171571980636657
X115B8_S250	0.00289725369470358	0.927765196993713	0.068750783651447	0.00058649649596931	2.69164166569303e-07
X115B9_S258	0.0223736488430704	0.319679968539036	0.53462398852806	0.123320212735632	2.18135420083346e-06
X115C10_S267	0.735487859719983	0.207362447127861	0.0436862246714728	0.0134027313219893	6.07371586938263e-05
X115C11_S275	0.00017830950314797	0.826518053487709	0.00288302399999947	0.170380622734502	3.99902746411829e-05
X115C12_S283	0.0039542276299137	0.0022863850842504	0.00046155496075468	0.660636765838851	0.33266106648623
X115C1_S195	0.999999999953295	4.67052860224385e-11	0	0	0
X115C2_S203	0.999970286810971	3.87417887223275e-06	1.05176696157555e-07	6.62398854724603e-08	2.56675935748554e-05
X115C4_S219	0.0120516932042227	0.0290038874261478	0.18926796720164	0.769608102000752	6.83501672375053e-05
X115C5_S227	0.0277538024602747	0.219292759617896	0.0700652375552656	0.68288263369287	5.56667369372042e-06
X115C6_S235	0.989460035363655	0.00619141965471679	0.00433700719648351	1.05398587833502e-05	9.97926361683841e-07
X115C7_S243	0.00621735395598995	2.49537367930599e-07	3.35131935001479e-05	0.00135256104497124	0.992396322268171
X115C8_S251	0.998009219650729	0.000305626764265196	2.00435888638129e-05	0.00133611069578283	0.000328999300359427
X115C9_S259	0.40566686962976	4.96216348149139e-05	6.76274132599821e-07	0.000586700753381764	0.593696131707911
X115D11_S276	0.0047143524764516	1.5572001024174e-07	9.36603391040692e-05	0.00229406693669108	0.992897764527743
X115D12_S284	1.50059515617719e-06	0.989401766917562	0.00977292404550273	0.000823808093809044	3.479695852279e-10
X115D1_S196	0.309677886704979	0.09267230971369	0.407720694151403	0.17720352770927	0.0127255817206575
X115D2_S204	0.636966297479569	0.0174976082155569	0.00182906552598845	0.342358848803529	0.00134817997535691
X115D3_S212	0.000743179602009443	0.0254367397472579	0.0789380073589582	0.894881015603163	1.05768861134005e-06
X115D4_S220	0.99943399838718	2.04828472368641e-10	5.46527765897384e-10	1.21428094000088e-07	0.000565879433369777
X115D5_S228	0.000134327920322294	0.143265543276311	0.285872146522499	0.570689988996804	3.79932840640438e-05
X115D7_S244	0.00762028573155489	0.782716146345555	0.204030283237326	0.00563253659388201	7.48091681743234e-07
X115E10_S269	0.000449318107541341	2.97067151676613e-05	0.00319677669091321	0.936864832562628	0.0594593659237498
X115E11_S277	0.00400138287433817	1.29474494751663e-07	0.000535202311493357	0.0410788108505478	0.954384474489126
X115E12_S285	0.888628933484421	0.0821048753525901	0.0119999770551913	0.017260355112313	5.85899548504755e-06
X115E1_S197	0.999779736933546	9.52090730990885e-10	0	1.05914965323868e-07	0.000220156199397847
X115E2_S205	0.999997179781065	5.45931359215258e-07	0	2.14896811272671e-06	1.2531946312873e-07
X115E3_S213	0.863450192116284	2.46464094233999e-05	3.93637219731308e-05	0.00327644125997181	0.133209356492348
X115E4_S221	6.04714758691475e-09	2.84913684383483e-11	9.15761319422904e-10	0.00472939729706956	0.99527059571153
X115E7_S245	8.62618750572923e-09	3.83296492161525e-13	3.17462709170693e-11	0.00035105537790873	0.999648935963774
X115E9_S261	0.999285677858836	0.000606576489534068	7.42046686194504e-05	3.27342888661227e-05	8.06694144714797e-07
X115F10_S270	0.994281337729922	0.00532954397293123	0.000382628013661462	4.11408704072343e-06	2.37619644432213e-06
X115F11_S278	0.000825671493389711	0.0893741913408174	0.62219718287907	0.287113848497489	0.000489105789234209
X115F1_S198	0.40593816563663	0.111000245034201	0.480776690263269	0.00224572424779818	3.91748181021916e-05
X115F2_S206	0.991597125045048	0.00057702784155736	0.00135279745238104	0.00533449593188893	0.00113855372912462
X115F3_S214	3.09136818551045e-08	3.40241623787413e-09	4.2977557700999e-07	0.157691491340781	0.842308044567544
X115F4_S222	0.102347327445332	0.00693489973332079	0.0075930831775266	0.882346222283607	0.000778467360213437
X115F5_S230	0	0.838139619289699	0.161852001416736	8.37929330851306e-06	2.56131317963081e-13
X115F6_S238	0.0225071434277021	0.000207169332982864	0.0166355228306764	0.577011779333212	0.383638385075427
X115F7_S246	0.0218316130912102	0.000402500390224524	0.0499782111989409	0.927751035285356	3.66400342687355e-05
X115F8_S254	0.986506706533439	0.0121366285606417	0.00110199365650494	0.000254176278073646	4.94971340952246e-07
X115F9_S262	0.760911792643108	0.00117414060285697	0.12789276828021	0.107550824477917	0.00247047399590809
X115G2_S207	0	0.0681890558578121	0.378655858459935	0.551765925113962	0.00138916056829149
X115G3_S215	0.987403780916819	1.8194770000658e-09	1.02335992947419e-09	5.8277725581787e-08	0.0125961579626182
X115G4_S223	0.00330685331517432	0.00367790590664271	0.0937150875248372	0.899261481292851	3.86719604945858e-05
X115G5_S231	0.00128835099425268	0.850517815759841	0.13056040632332	0.0176332213478832	2.05574703276317e-07
X115G8_S255	0.162731961552228	1.26790968491384e-07	8.61620198139072e-07	0.0128379664561464	0.824429083580459
X115H10_S272	0.520708563534182	0.00986327239035853	0	0.46942139886526	6.76521019962268e-06
X115H11_S280	0.868442524831048	0.0132387130770217	0.0416598356699497	0.076460180415922	0.000198746006058364
X115H1_S200	0.15906818127956	1.73903030061057e-12	8.94304929173894e-11	4.25172020574383e-06	0.840927566909065
X115H2_S208	0.999118682413797	1.9594441344871e-06	1.02198931821155e-05	2.41835260932351e-06	0.000866719896276575
X115H3_S216	0.000271098402631808	8.03765911980152e-05	0.000386087476933337	0.991902398589044	0.00736003894019271
X115H4_S224	0.00169900882295603	5.11390707307554e-09	3.73270724819549e-07	0.00718668824087279	0.991113924551539
X115H5_S232	5.63786341963382e-05	1.50414245454402e-08	3.39636630770933e-06	2.01433867977643e-05	0.999920066571274
X125A1_S193	0.0723130044524907	0.114724150564677	0.808793713177062	0.00416778288138544	1.34892438465931e-06
X125A2_S201	0.00106196398668224	1.60193530280535e-08	9.02160837790121e-06	0.1436561305992	0.855272867786387
