spotcounts,genes,slide,normalisedDepth,ctxdepthInterval,cell.id,ctxdepthInterval_10
22,Efhd2,00NI,0.428895269236849,3,00NI_M2_E1_29_4,5
28,Efhd2,00NI,0.437647878685797,3,00NI_M2_E1_29_11,5
39,Efhd2,00NI,0.467982049403489,3,00NI_M2_E1_29_12,5
18,Efhd2,00NI,0.408571466266156,3,00NI_M2_E1_29_13,5
22,Efhd2,00NI,0.440934961296669,3,00NI_M2_E1_29_14,5
31,Efhd2,00NI,0.462847548346256,3,00NI_M2_E1_37_16,5
44,Efhd2,00NI,0.486068744580996,3,00NI_M2_E1_37_17,5
40,Efhd2,00NI,0.42410601318355,3,00NI_M2_E1_37_20,5
38,Efhd2,00NI,0.495035320938421,3,00NI_M2_E1_37_21,5
14,Efhd2,00NI,0.473870507905504,3,00NI_M2_E1_37_23,5
40,Efhd2,00NI,0.409198664646491,3,00NI_M2_E1_40_6,5
34,Efhd2,00NI,0.409213881454154,3,00NI_M2_E1_40_9,5
35,Efhd2,00NI,0.490005511396925,3,00NI_M2_E1_41_17,5
38,Efhd2,00NI,0.431631236620712,3,00NI_M2_E1_41_18,5
54,Efhd2,00NI,0.421844456687988,3,00NI_M2_E1_47_1,5
59,Efhd2,00NI,0.493622841585641,3,00NI_M2_E1_47_4,5
54,Efhd2,00NI,0.408293389526818,3,00NI_M2_E1_47_8,5
20,Efhd2,00NI,0.495534078237302,3,00NI_M2_E1_47_10,5
34,Efhd2,00NI,0.415854327126775,3,00NI_M2_E1_47_11,5
34,Efhd2,00NI,0.460365325670549,3,00NI_M2_E1_47_15,5
55,Efhd2,00NI,0.495299681400547,3,00NI_M2_E1_52_4,5
51,Efhd2,00NI,0.478811502052537,3,00NI_M2_E1_52_6,5
11,Efhd2,00NI,0.441789677844365,3,00NI_M2_E1_52_7,5
28,Efhd2,00NI,0.42301552185254,3,00NI_M2_E1_52_8,5
18,Efhd2,00NI,0.412309424756393,3,00NI_M2_E1_52_10,5
22,Efhd2,00NI,0.434056416308854,3,00NI_M2_E1_52_12,5
26,Efhd2,00NI,0.41680211813249,3,00NI_M2_E1_52_14,5
25,Efhd2,00NI,0.406383005322588,3,00NI_M2_E1_52_15,5
23,Efhd2,00NI,0.444903209582235,3,00NI_M2_E1_52_17,5
32,Efhd2,00NI,0.401129383053308,3,00NI_M2_E1_52_18,5
23,Efhd2,00NI,0.432920727197924,3,00NI_M2_E1_52_19,5
23,Efhd2,00NI,0.427077962448499,3,00NI_M2_E1_52_20,5
25,Efhd2,00NI,0.496548120513487,3,00NI_M2_E1_53_18,5
58,Efhd2,00NI,0.483578838371447,3,00NI_M2_E1_53_21,5
49,Efhd2,00NI,0.479144707553502,3,00NI_M2_E1_59_1,5
44,Efhd2,00NI,0.49139609223373,3,00NI_M2_E1_59_2,5
25,Efhd2,00NI,0.459440485627776,3,00NI_M2_E1_59_9,5
17,Efhd2,00NI,0.492754847131442,3,00NI_M2_E1_59_10,5
20,Efhd2,00NI,0.420875371138231,3,00NI_M2_E1_59_13,5
31,Efhd2,00NI,0.453929771383977,3,00NI_M2_E1_59_14,5
40,Efhd2,00NI,0.490147497324699,3,00NI_M2_E1_59_15,5
40,Efhd2,00NI,0.438811033398088,3,00NI_M2_E1_59_17,5
20,Efhd2,00NI,0.484051094740457,3,00NI_M2_E1_59_19,5
14,Efhd2,00NI,0.474611368986957,3,00NI_M2_E1_59_20,5
24,Efhd2,00NI,0.45384814781082,3,00NI_M2_E1_59_24,5
31,Efhd2,00NI,0.450774872606906,3,00NI_M2_E1_60_3,5
17,Efhd2,00NI,0.465717922294402,3,00NI_M2_E1_64_1,5
65,Efhd2,00NI,0.408807320086251,3,00NI_M2_E1_64_2,5
23,Efhd2,00NI,0.435086120014705,3,00NI_M2_E1_64_4,5
27,Efhd2,00NI,0.441440985438868,3,00NI_M2_E1_64_5,5
27,Efhd2,00NI,0.439394137042753,3,00NI_M2_E1_64_7,5
20,Efhd2,00NI,0.459149563317808,3,00NI_M2_E1_64_8,5
31,Efhd2,00NI,0.430090180876666,3,00NI_M2_E1_64_11,5
44,Efhd2,00NI,0.469826494390449,3,00NI_M2_E1_65_9,5
17,Efhd2,00NI,0.498049126211806,3,00NI_M2_E1_65_14,5
27,Efhd2,00NI,0.44099227344881,3,00NI_M2_E1_65_15,5
36,Efhd2,00NI,0.428724318251468,3,00NI_M2_E1_65_17,5
11,Efhd2,00NI,0.446357685274353,3,00NI_M2_E1_65_18,5
11,Efhd2,00NI,0.445820592244602,3,00NI_M2_E1_67_1,5
16,Efhd2,00NI,0.407828209087743,3,00NI_M2_E1_67_3,5
33,Efhd2,00NI,0.408328192053242,3,00NI_M2_E1_67_5,5
34,Efhd2,00NI,0.440576128275255,3,00NI_M2_E1_67_6,5
12,Efhd2,00NI,0.457179027231446,3,00NI_M2_E1_67_7,5
60,Efhd2,00NI,0.41301337886306,3,00NI_M2_E1_67_9,5
21,Ddhd1,00NJ,0.461649817500899,3,00NJ_M3_E1_7_2,5
26,Ddhd1,00NJ,0.438037583854647,3,00NJ_M3_E1_7_7,5
34,Ddhd1,00NJ,0.440813714889587,3,00NJ_M3_E1_7_11,5
35,Ddhd1,00NJ,0.472154961495651,3,00NJ_M3_E1_7_16,5
33,Ddhd1,00NJ,0.497687164143633,3,00NJ_M3_E1_12_2,5
43,Ddhd1,00NJ,0.463609835961243,3,00NJ_M3_E1_12_4,5
33,Ddhd1,00NJ,0.423770821375491,3,00NJ_M3_E1_12_7,5
26,Ddhd1,00NJ,0.405988898156255,3,00NJ_M3_E1_12_10,5
33,Ddhd1,00NJ,0.464311764533255,3,00NJ_M3_E1_12_14,5
35,Ddhd1,00NJ,0.427968759035876,3,00NJ_M3_E1_12_18,5
32,Ddhd1,00NJ,0.427474330516916,3,00NJ_M3_E1_17_1,5
30,Ddhd1,00NJ,0.459908291787117,3,00NJ_M3_E1_17_4,5
37,Ddhd1,00NJ,0.401236000237198,3,00NJ_M3_E1_17_7,5
48,Ddhd1,00NJ,0.42130345881693,3,00NJ_M3_E1_17_9,5
25,Ddhd1,00NJ,0.411734286334291,3,00NJ_M3_E1_17_13,5
39,Ddhd1,00NJ,0.41418120188578,3,00NJ_M3_E1_17_15,5
24,Ddhd1,00NJ,0.461527854908237,3,00NJ_M3_E1_18_7,5
50,Ddhd1,00NJ,0.486791445551895,3,00NJ_M3_E1_18_11,5
43,Ddhd1,00NJ,0.482240563055259,3,00NJ_M3_E1_18_17,5
41,Ddhd1,00NJ,0.413426092749004,3,00NJ_M3_E1_18_19,5
17,Ddhd1,00NJ,0.464354859106503,3,00NJ_M3_E1_18_21,5
40,Ddhd1,00NJ,0.41268399975198,3,00NJ_M3_E1_22_4,5
44,Ddhd1,00NJ,0.439181228848166,3,00NJ_M3_E1_22_6,5
41,Ddhd1,00NJ,0.452880296503512,3,00NJ_M3_E1_22_10,5
37,Ddhd1,00NJ,0.485037922698931,3,00NJ_M3_E1_22_11,5
26,Ddhd1,00NJ,0.411413352538718,3,00NJ_M3_E1_22_12,5
44,Ddhd1,00NJ,0.421642213956907,3,00NJ_M3_E1_22_14,5
21,Ddhd1,00NJ,0.431572473228586,3,00NJ_M3_E1_22_15,5
44,Ddhd1,00NJ,0.481478182383959,3,00NJ_M3_E1_22_17,5
38,Ddhd1,00NJ,0.436539663660874,3,00NJ_M3_E1_22_19,5
35,Ddhd1,00NJ,0.493925931378132,3,00NJ_M3_E1_22_21,5
32,Ddhd1,00NJ,0.459754742620494,3,00NJ_M3_E1_28_4,5
48,Ddhd1,00NJ,0.429772159359162,3,00NJ_M3_E1_28_8,5
20,Ddhd1,00NJ,0.400760193924796,3,00NJ_M3_E1_35_11,5
36,Ddhd1,00NJ,0.45743812815795,3,00NJ_M3_E1_35_12,5
36,Ddhd1,00NJ,0.457032565750508,3,00NJ_M3_E1_40_1,5
36,Ddhd1,00NJ,0.460601903296018,3,00NJ_M3_E1_40_3,5
44,Ddhd1,00NJ,0.414277283678993,3,00NJ_M3_E1_40_6,5
60,Ddhd1,00NJ,0.422087752207955,3,00NJ_M3_E1_40_10,5
36,Ddhd1,00NJ,0.42075691723326,3,00NJ_M3_E1_40_14,5
31,Ddhd1,00NJ,0.403842418574818,3,00NJ_M3_E1_45_4,5
29,Ddhd1,00NJ,0.452031523587381,3,00NJ_M3_E1_46_5,5
38,Ddhd1,00NJ,0.487739963280742,3,00NJ_M3_E1_46_9,5
36,Ddhd1,00NJ,0.496010278931637,3,00NJ_M3_E1_46_11,5
50,Ddhd1,00NJ,0.47868681900982,3,00NJ_M3_E1_46_15,5
31,Ddhd1,00NJ,0.420816800593164,3,00NJ_M3_E1_46_17,5
38,Ddhd1,00NJ,0.411233256529093,3,00NJ_M3_E1_46_19,5
49,Ddhd1,00NJ,0.41663637450648,3,00NJ_M3_E1_51_2,5
28,Ddhd1,00NJ,0.493393252198132,3,00NJ_M3_E1_51_5,5
20,Ddhd1,00NJ,0.429675312295017,3,00NJ_M3_E1_51_7,5
37,Ddhd1,00NJ,0.470423540928669,3,00NJ_M3_E1_51_10,5
24,Ddhd1,00NJ,0.426728059642889,3,00NJ_M3_E1_51_12,5
35,Ddhd1,00NJ,0.43230505935049,3,00NJ_M3_E1_51_16,5
41,Ddhd1,00NJ,0.431967746940707,3,00NJ_M3_E1_56_2,5
42,Ddhd1,00NJ,0.453374392708228,3,00NJ_M3_E1_56_6,5
33,Ddhd1,00NJ,0.417239997211481,3,00NJ_M3_E1_56_8,5
51,Ddhd1,00NJ,0.421081620790139,3,00NJ_M3_E1_56_10,5
42,Ddhd1,00NJ,0.490922274297294,3,00NJ_M3_E1_57_7,5
30,Ddhd1,00NJ,0.495950923798239,3,00NJ_M3_E1_57_17,5
36,Ddhd1,00NJ,0.426048871312563,3,00NJ_M3_E1_57_19,5
48,Ddhd1,00NJ,0.442889151708198,3,00NJ_M3_E1_57_20,5
21,Ddhd1,00NJ,0.486237265678999,3,00NJ_M3_E1_57_22,5
60,Ddhd1,00NJ,0.492123450052908,3,00NJ_M3_E1_59_4,5
51,Ddhd1,00NJ,0.406476476655156,3,00NJ_M3_E1_59_5,5
32,Ddhd1,00NJ,0.451479428917309,3,00NJ_M3_E1_59_7,5
25,Ddhd1,00NJ,0.488234370181467,3,00NJ_M3_E1_59_9,5
8,Ddhd1,00NJ,0.432752396740234,3,00NJ_M3_E1_59_13,5
45,Ddhd1,00NJ,0.45784623252209,3,00NJ_M3_E1_59_14,5
38,Ddhd1,00NJ,0.439271423861588,3,00NJ_M3_E1_59_16,5
50,Ddhd1,00NJ,0.463796325404725,3,00NJ_M3_E1_59_17,5
47,Ddhd1,00NJ,0.400803764597825,3,00NJ_M3_E1_59_19,5
37,Ddhd1,00NJ,0.406446063844731,3,00NJ_M3_E1_59_22,5
34,Id3,00NJ,0.461649817500899,3,00NJ_M3_E1_7_2,5
3,Id3,00NJ,0.438037583854647,3,00NJ_M3_E1_7_7,5
10,Id3,00NJ,0.440813714889587,3,00NJ_M3_E1_7_11,5
15,Id3,00NJ,0.472154961495651,3,00NJ_M3_E1_7_16,5
6,Id3,00NJ,0.497687164143633,3,00NJ_M3_E1_12_2,5
21,Id3,00NJ,0.463609835961243,3,00NJ_M3_E1_12_4,5
7,Id3,00NJ,0.423770821375491,3,00NJ_M3_E1_12_7,5
3,Id3,00NJ,0.405988898156255,3,00NJ_M3_E1_12_10,5
6,Id3,00NJ,0.464311764533255,3,00NJ_M3_E1_12_14,5
4,Id3,00NJ,0.427968759035876,3,00NJ_M3_E1_12_18,5
4,Id3,00NJ,0.427474330516916,3,00NJ_M3_E1_17_1,5
2,Id3,00NJ,0.459908291787117,3,00NJ_M3_E1_17_4,5
8,Id3,00NJ,0.401236000237198,3,00NJ_M3_E1_17_7,5
2,Id3,00NJ,0.42130345881693,3,00NJ_M3_E1_17_9,5
2,Id3,00NJ,0.411734286334291,3,00NJ_M3_E1_17_13,5
6,Id3,00NJ,0.41418120188578,3,00NJ_M3_E1_17_15,5
1,Id3,00NJ,0.461527854908237,3,00NJ_M3_E1_18_7,5
4,Id3,00NJ,0.486791445551895,3,00NJ_M3_E1_18_11,5
2,Id3,00NJ,0.482240563055259,3,00NJ_M3_E1_18_17,5
7,Id3,00NJ,0.413426092749004,3,00NJ_M3_E1_18_19,5
0,Id3,00NJ,0.464354859106503,3,00NJ_M3_E1_18_21,5
7,Id3,00NJ,0.41268399975198,3,00NJ_M3_E1_22_4,5
0,Id3,00NJ,0.439181228848166,3,00NJ_M3_E1_22_6,5
1,Id3,00NJ,0.452880296503512,3,00NJ_M3_E1_22_10,5
3,Id3,00NJ,0.485037922698931,3,00NJ_M3_E1_22_11,5
0,Id3,00NJ,0.411413352538718,3,00NJ_M3_E1_22_12,5
12,Id3,00NJ,0.421642213956907,3,00NJ_M3_E1_22_14,5
3,Id3,00NJ,0.431572473228586,3,00NJ_M3_E1_22_15,5
3,Id3,00NJ,0.481478182383959,3,00NJ_M3_E1_22_17,5
4,Id3,00NJ,0.436539663660874,3,00NJ_M3_E1_22_19,5
5,Id3,00NJ,0.493925931378132,3,00NJ_M3_E1_22_21,5
2,Id3,00NJ,0.459754742620494,3,00NJ_M3_E1_28_4,5
0,Id3,00NJ,0.429772159359162,3,00NJ_M3_E1_28_8,5
1,Id3,00NJ,0.400760193924796,3,00NJ_M3_E1_35_11,5
2,Id3,00NJ,0.45743812815795,3,00NJ_M3_E1_35_12,5
2,Id3,00NJ,0.457032565750508,3,00NJ_M3_E1_40_1,5
8,Id3,00NJ,0.460601903296018,3,00NJ_M3_E1_40_3,5
4,Id3,00NJ,0.414277283678993,3,00NJ_M3_E1_40_6,5
10,Id3,00NJ,0.422087752207955,3,00NJ_M3_E1_40_10,5
1,Id3,00NJ,0.42075691723326,3,00NJ_M3_E1_40_14,5
1,Id3,00NJ,0.403842418574818,3,00NJ_M3_E1_45_4,5
24,Id3,00NJ,0.452031523587381,3,00NJ_M3_E1_46_5,5
45,Id3,00NJ,0.487739963280742,3,00NJ_M3_E1_46_9,5
13,Id3,00NJ,0.496010278931637,3,00NJ_M3_E1_46_11,5
10,Id3,00NJ,0.47868681900982,3,00NJ_M3_E1_46_15,5
3,Id3,00NJ,0.420816800593164,3,00NJ_M3_E1_46_17,5
3,Id3,00NJ,0.411233256529093,3,00NJ_M3_E1_46_19,5
5,Id3,00NJ,0.41663637450648,3,00NJ_M3_E1_51_2,5
4,Id3,00NJ,0.493393252198132,3,00NJ_M3_E1_51_5,5
3,Id3,00NJ,0.429675312295017,3,00NJ_M3_E1_51_7,5
10,Id3,00NJ,0.470423540928669,3,00NJ_M3_E1_51_10,5
2,Id3,00NJ,0.426728059642889,3,00NJ_M3_E1_51_12,5
1,Id3,00NJ,0.43230505935049,3,00NJ_M3_E1_51_16,5
3,Id3,00NJ,0.431967746940707,3,00NJ_M3_E1_56_2,5
3,Id3,00NJ,0.453374392708228,3,00NJ_M3_E1_56_6,5
3,Id3,00NJ,0.417239997211481,3,00NJ_M3_E1_56_8,5
4,Id3,00NJ,0.421081620790139,3,00NJ_M3_E1_56_10,5
6,Id3,00NJ,0.490922274297294,3,00NJ_M3_E1_57_7,5
4,Id3,00NJ,0.495950923798239,3,00NJ_M3_E1_57_17,5
3,Id3,00NJ,0.426048871312563,3,00NJ_M3_E1_57_19,5
1,Id3,00NJ,0.442889151708198,3,00NJ_M3_E1_57_20,5
2,Id3,00NJ,0.486237265678999,3,00NJ_M3_E1_57_22,5
3,Id3,00NJ,0.492123450052908,3,00NJ_M3_E1_59_4,5
5,Id3,00NJ,0.406476476655156,3,00NJ_M3_E1_59_5,5
2,Id3,00NJ,0.451479428917309,3,00NJ_M3_E1_59_7,5
1,Id3,00NJ,0.488234370181467,3,00NJ_M3_E1_59_9,5
2,Id3,00NJ,0.432752396740234,3,00NJ_M3_E1_59_13,5
3,Id3,00NJ,0.45784623252209,3,00NJ_M3_E1_59_14,5
8,Id3,00NJ,0.439271423861588,3,00NJ_M3_E1_59_16,5
26,Id3,00NJ,0.463796325404725,3,00NJ_M3_E1_59_17,5
2,Id3,00NJ,0.400803764597825,3,00NJ_M3_E1_59_19,5
1,Id3,00NJ,0.406446063844731,3,00NJ_M3_E1_59_22,5
29,Chrdl1,009H,0.516222928896182,3,009H_M8b_E2_Astrocytes_608_2,6
29,Chrdl1,009H,0.503186395150861,3,009H_M8b_E2_Astrocytes_608_4,6
35,Chrdl1,009H,0.513012517778568,3,009H_M8b_E2_Astrocytes_608_6,6
28,Chrdl1,009H,0.516573753469529,3,009H_M8b_E2_Astrocytes_608_9,6
22,Chrdl1,009H,0.526952958750649,3,009H_M8b_E2_Astrocytes_608_10,6
27,Chrdl1,009H,0.541674351132929,3,009H_M8b_E2_Astrocytes_608_15,6
32,Chrdl1,009H,0.509542461395834,3,009H_M8b_E2_Astrocytes_326_19,6
51,Chrdl1,009H,0.513034755802576,3,009H_M8b_E2_Astrocytes_614_1,6
26,Chrdl1,009H,0.545392758695971,3,009H_M8b_E2_Astrocytes_614_5,6
30,Chrdl1,009H,0.517404005805217,3,009H_M8b_E2_Astrocytes_614_8,6
20,Chrdl1,009H,0.542003428894249,3,009H_M8b_E2_Astrocytes_614_9,6
17,Chrdl1,009H,0.537800164994978,3,009H_M8b_E2_Astrocytes_235_2,6
14,Chrdl1,009H,0.534476490596419,3,009H_M8b_E2_Astrocytes_235_4,6
41,Chrdl1,009H,0.51206030837706,3,009H_M8b_E2_Astrocytes_332_1,6
21,Chrdl1,009H,0.532323569966301,3,009H_M8b_E2_Astrocytes_332_7,6
34,Chrdl1,009H,0.501721049262634,3,009H_M8b_E2_Astrocytes_332_10,6
12,Chrdl1,009H,0.53187578250738,3,009H_M8b_E2_Astrocytes_332_12,6
46,Chrdl1,009H,0.504173793137427,3,009H_M8b_E2_Astrocytes_332_14,6
10,Chrdl1,009H,0.508595122563897,3,009H_M8b_E2_Astrocytes_332_19,6
16,Chrdl1,009H,0.519792785684328,3,009H_M8b_E2_Astrocytes_134_10,6
30,Chrdl1,009H,0.540537931820775,3,009H_M8b_E2_Astrocytes_609_13,6
48,Chrdl1,009H,0.511921661968183,3,009H_M8b_E2_Astrocytes_609_14,6
24,Chrdl1,009H,0.516240941474512,3,009H_M8b_E2_Astrocytes_359_9,6
16,Chrdl1,009H,0.540599856168953,3,009H_M8b_E2_Astrocytes_172_2,6
21,Chrdl1,009H,0.55841285293211,3,009H_M8b_E2_Astrocytes_172_5,6
16,Chrdl1,009H,0.540224062779274,3,009H_M8b_E2_Astrocytes_172_7,6
19,Chrdl1,009H,0.50701936363387,3,009H_M8b_E2_Astrocytes_172_8,6
11,Chrdl1,009H,0.565647740380286,3,009H_M8b_E2_Astrocytes_172_10,6
8,Chrdl1,009H,0.526199702570892,3,009H_M8b_E2_Astrocytes_172_14,6
14,Chrdl1,009H,0.532928522933759,3,009H_M8b_E2_Astrocytes_204_2,6
19,Chrdl1,009H,0.548453915277495,3,009H_M8b_E2_Astrocytes_204_6,6
25,Chrdl1,009H,0.501947252437945,3,009H_M8b_E2_Astrocytes_204_10,6
11,Chrdl1,009H,0.501874358786893,3,009H_M8b_E2_Astrocytes_204_11,6
19,Chrdl1,009H,0.53350750851309,3,009H_M8b_E2_Astrocytes_204_12,6
27,Chrdl1,009H,0.5144571509557,3,009H_M8b_E2_Astrocytes_365_3,6
18,Chrdl1,009H,0.544796737230314,3,009H_M8b_E2_Astrocytes_365_4,6
18,Chrdl1,009H,0.508489010055762,3,009H_M8b_E2_Astrocytes_358_1,6
24,Chrdl1,009H,0.553280612070697,3,009H_M8b_E2_Astrocytes_358_2,6
26,Chrdl1,009H,0.544866660340882,3,009H_M8b_E2_Astrocytes_358_3,6
22,Chrdl1,009H,0.537167225216957,3,009H_M8b_E2_Astrocytes_358_6,6
15,Chrdl1,009H,0.514078664255872,3,009H_M8b_E2_Astrocytes_306_5,6
27,Chrdl1,009H,0.510247127256954,3,009H_M8b_E2_Astrocytes_306_10,6
20,Chrdl1,009H,0.53009402563909,3,009H_M8b_E2_Astrocytes_325_7,6
25,Chrdl1,009H,0.528002480191631,3,009H_M8b_E2_Astrocytes_325_12,6
26,Chrdl1,009H,0.516692464439793,3,009H_M8b_E2_Astrocytes_325_16,6
44,Chrdl1,009H,0.527261528103594,3,009H_M8b_E2_Astrocytes_325_20,6
18,Chrdl1,009H,0.536555803043786,3,009H_M8b_E2_Astrocytes_236_1,6
10,Chrdl1,009H,0.580074294287894,3,009H_M8b_E2_Astrocytes_167_1,6
10,Chrdl1,009H,0.524716272584718,3,009H_M8b_E2_Astrocytes_167_4,6
5,Chrdl1,009H,0.526748080282713,3,009H_M8b_E2_Astrocytes_167_11,6
18,Chrdl1,009H,0.582725207003831,3,009H_M8b_E2_Astrocytes_167_12,6
33,Chrdl1,009H,0.51864055464758,3,009H_M8b_E2_Astrocytes_167_14,6
15,Chrdl1,009H,0.589107904517149,3,009H_M8b_E2_Astrocytes_167_17,6
17,Chrdl1,009H,0.522477388536795,3,009H_M8b_E2_Astrocytes_209_5,6
8,Chrdl1,009H,0.512699490038772,3,009H_M8b_E2_Astrocytes_307_8,6
20,Chrdl1,009H,0.535839740027247,3,009H_M8b_E2_Astrocytes_210_8,6
14,Chrdl1,009H,0.507400669523589,3,009H_M8b_E2_Astrocytes_210_9,6
21,Chrdl1,009H,0.522893609782991,3,009H_M8b_E2_Astrocytes_210_13,6
36,Chrdl1,009H,0.541350086685007,3,009H_M8b_E2_Astrocytes_615_1,6
43,Chrdl1,009H,0.513964882648959,3,009H_M8b_E2_Astrocytes_615_2,6
44,Chrdl1,009H,0.54527921124942,3,009H_M8b_E2_Astrocytes_615_6,6
8,Chrdl1,009H,0.507647756027466,3,009H_M8b_E2_Astrocytes_331_16,6
1,Id1,009I,0.518383385559871,3,009I_M4b_E2_Astrocytes_677_1,6
3,Id1,009I,0.504924618766852,3,009I_M4b_E2_Astrocytes_677_2,6
9,Id1,009I,0.502559711168973,3,009I_M4b_E2_Astrocytes_677_3,6
5,Id1,009I,0.505939067956355,3,009I_M4b_E2_Astrocytes_677_4,6
10,Id1,009I,0.541041161833339,3,009I_M4b_E2_Astrocytes_677_5,6
1,Id1,009I,0.544369172977593,3,009I_M4b_E2_Astrocytes_677_7,6
0,Id1,009I,0.52037367148467,3,009I_M4b_E2_Astrocytes_677_8,6
5,Id1,009I,0.560436297837723,3,009I_M4b_E2_Astrocytes_677_9,6
1,Id1,009I,0.554703216075265,3,009I_M4b_E2_Astrocytes_677_13,6
0,Id1,009I,0.504714360176906,3,009I_M4b_E2_Astrocytes_940_4,6
1,Id1,009I,0.502185738447986,3,009I_M4b_E2_Astrocytes_935_11,6
10,Id1,009I,0.534301832308014,3,009I_M4b_E2_Astrocytes_934_2,6
2,Id1,009I,0.530256336921148,3,009I_M4b_E2_Astrocytes_934_6,6
4,Id1,009I,0.53845986328633,3,009I_M4b_E2_Astrocytes_684_4,6
0,Id1,009I,0.503388673686004,3,009I_M4b_E2_Astrocytes_655_15,6
0,Id1,009I,0.537691416860104,3,009I_M4b_E2_Astrocytes_655_16,6
0,Id1,009I,0.506488685548706,3,009I_M4b_E2_Astrocytes_655_17,6
6,Id1,009I,0.501249496305095,3,009I_M4b_E2_Astrocytes_655_18,6
0,Id1,009I,0.514355025707298,3,009I_M4b_E2_Astrocytes_915_4,6
0,Id1,009I,0.500502751820602,3,009I_M4b_E2_Astrocytes_683_2,6
14,Id1,009I,0.501788312830174,3,009I_M4b_E2_Astrocytes_683_8,6
10,Id1,009I,0.502833475835224,3,009I_M4b_E2_Astrocytes_683_10,6
2,Id1,009I,0.527843740090927,3,009I_M4b_E2_Astrocytes_683_14,6
27,Id1,009I,0.514337550093946,3,009I_M4b_E2_Astrocytes_966_1,6
2,Id1,009I,0.534475673723974,3,009I_M4b_E2_Astrocytes_966_6,6
0,Id1,009I,0.514066240878303,3,009I_M4b_E2_Astrocytes_711_2,6
1,Id1,009I,0.501375913414409,3,009I_M4b_E2_Astrocytes_711_7,6
1,Id1,009I,0.520091788819147,3,009I_M4b_E2_Astrocytes_656_6,6
2,Id1,009I,0.501195894363257,3,009I_M4b_E2_Astrocytes_656_7,6
0,Id1,009I,0.510138795956665,3,009I_M4b_E2_Astrocytes_656_9,6
0,Id1,009I,0.535712312439404,3,009I_M4b_E2_Astrocytes_656_11,6
0,Id1,009I,0.532560301306208,3,009I_M4b_E2_Astrocytes_656_12,6
10,Id1,009I,0.528081926838654,3,009I_M5b_E2_Astrocytes_722_6,6
2,Id1,009I,0.504102101636035,3,009I_M5b_E2_Astrocytes_722_11,6
2,Id1,009I,0.528270297814835,3,009I_M5b_E2_Astrocytes_758_3,6
9,Id1,009I,0.526273046536337,3,009I_M5b_E2_Astrocytes_758_12,6
4,Id1,009I,0.508256131510034,3,009I_M5b_E2_Astrocytes_758_13,6
5,Id1,009I,0.536401793829666,3,009I_M5b_E2_Astrocytes_758_17,6
0,Id1,009I,0.539297800511608,3,009I_M5b_E2_Astrocytes_763_2,6
0,Id1,009I,0.507450881973024,3,009I_M5b_E2_Astrocytes_763_7,6
2,Id1,009I,0.528425103085776,3,009I_M5b_E2_Astrocytes_791_1,6
0,Id1,009I,0.524590526320386,3,009I_M5b_E2_Astrocytes_791_4,6
8,Id1,009I,0.501368256835325,3,009I_M5b_E2_Astrocytes_790_10,6
2,Id1,009I,0.546305714058249,3,009I_M5b_E2_Astrocytes_790_11,6
0,Id1,009I,0.53738037063454,3,009I_M5b_E2_Astrocytes_790_12,6
1,Id1,009I,0.503670612979581,3,009I_M5b_E2_Astrocytes_790_13,6
1,Id1,009I,0.524789073273825,3,009I_M5b_E2_Astrocytes_790_16,6
5,Id1,009I,0.504283748710956,3,009I_M5b_E2_Astrocytes_727_1,6
5,Id1,009I,0.538299168543689,3,009I_M5b_E2_Astrocytes_727_12,6
0,Id1,009I,0.53894417730103,3,009I_M5b_E2_Astrocytes_727_16,6
9,Il33,009I,0.518383385559871,3,009I_M4b_E2_Astrocytes_677_1,6
18,Il33,009I,0.504924618766852,3,009I_M4b_E2_Astrocytes_677_2,6
7,Il33,009I,0.502559711168973,3,009I_M4b_E2_Astrocytes_677_3,6
1,Il33,009I,0.505939067956355,3,009I_M4b_E2_Astrocytes_677_4,6
1,Il33,009I,0.541041161833339,3,009I_M4b_E2_Astrocytes_677_5,6
2,Il33,009I,0.544369172977593,3,009I_M4b_E2_Astrocytes_677_7,6
5,Il33,009I,0.52037367148467,3,009I_M4b_E2_Astrocytes_677_8,6
14,Il33,009I,0.560436297837723,3,009I_M4b_E2_Astrocytes_677_9,6
7,Il33,009I,0.554703216075265,3,009I_M4b_E2_Astrocytes_677_13,6
22,Il33,009I,0.504714360176906,3,009I_M4b_E2_Astrocytes_940_4,6
8,Il33,009I,0.502185738447986,3,009I_M4b_E2_Astrocytes_935_11,6
20,Il33,009I,0.534301832308014,3,009I_M4b_E2_Astrocytes_934_2,6
8,Il33,009I,0.530256336921148,3,009I_M4b_E2_Astrocytes_934_6,6
6,Il33,009I,0.53845986328633,3,009I_M4b_E2_Astrocytes_684_4,6
4,Il33,009I,0.503388673686004,3,009I_M4b_E2_Astrocytes_655_15,6
2,Il33,009I,0.537691416860104,3,009I_M4b_E2_Astrocytes_655_16,6
7,Il33,009I,0.506488685548706,3,009I_M4b_E2_Astrocytes_655_17,6
14,Il33,009I,0.501249496305095,3,009I_M4b_E2_Astrocytes_655_18,6
7,Il33,009I,0.514355025707298,3,009I_M4b_E2_Astrocytes_915_4,6
3,Il33,009I,0.500502751820602,3,009I_M4b_E2_Astrocytes_683_2,6
2,Il33,009I,0.501788312830174,3,009I_M4b_E2_Astrocytes_683_8,6
6,Il33,009I,0.502833475835224,3,009I_M4b_E2_Astrocytes_683_10,6
