spotcounts,genes,slide,normalisedDepth,ctxdepthInterval,cell.id,ctxdepthInterval_10
5,Dkk3,00NG,0.126242750818285,1,00NG_M3_E1_31_1,2
9,Dkk3,00NG,0.159233455032238,1,00NG_M3_E1_31_2,2
1,Dkk3,00NG,0.197122498942713,1,00NG_M3_E1_31_5,2
14,Dkk3,00NG,0.185292078294054,1,00NG_M3_E1_31_6,2
8,Dkk3,00NG,0.123369260581191,1,00NG_M3_E1_31_7,2
13,Dkk3,00NG,0.189923198428887,1,00NG_M3_E1_31_8,2
10,Dkk3,00NG,0.103532037684629,1,00NG_M3_E1_31_10,2
7,Dkk3,00NG,0.10323263933565,1,00NG_M3_E1_31_15,2
20,Dkk3,00NG,0.155033223762509,1,00NG_M3_E1_31_16,2
9,Dkk3,00NG,0.179324152266206,1,00NG_M3_E1_32_13,2
9,Dkk3,00NG,0.178660282130712,1,00NG_M3_E1_41_1,2
7,Dkk3,00NG,0.172112942012232,1,00NG_M3_E1_41_4,2
9,Dkk3,00NG,0.18963209945199,1,00NG_M3_E1_41_5,2
8,Dkk3,00NG,0.164882139804351,1,00NG_M3_E1_41_13,2
9,Dkk3,00NG,0.110959152886811,1,00NG_M3_E1_42_3,2
9,Dkk3,00NG,0.132569943449521,1,00NG_M3_E1_43_6,2
19,Dkk3,00NG,0.186411060781426,1,00NG_M3_E1_43_7,2
2,Dkk3,00NG,0.137442828402145,1,00NG_M3_E1_43_13,2
12,Dkk3,00NG,0.169633366238456,1,00NG_M3_E1_50_1,2
16,Dkk3,00NG,0.168011959823118,1,00NG_M3_E1_50_2,2
3,Dkk3,00NG,0.154061349358597,1,00NG_M3_E1_50_3,2
6,Dkk3,00NG,0.163603793178859,1,00NG_M3_E1_50_5,2
17,Dkk3,00NG,0.109033664008707,1,00NG_M3_E1_50_12,2
22,Dkk3,00NG,0.192266148246782,1,00NG_M3_E1_50_13,2
9,Dkk3,00NG,0.188351644775887,1,00NG_M3_E1_50_14,2
20,Dkk3,00NG,0.120524537620089,1,00NG_M3_E1_50_15,2
9,Dkk3,00NG,0.177335888798135,1,00NG_M3_E1_50_16,2
15,Dkk3,00NG,0.191342791468167,1,00NG_M3_E1_50_17,2
1,Pamr1,00NH,0.187946653296826,1,00NH_M2_E1_15_3,2
4,Pamr1,00NH,0.174734582339744,1,00NH_M2_E1_15_8,2
9,Pamr1,00NH,0.140634183716696,1,00NH_M2_E1_15_10,2
4,Pamr1,00NH,0.139261682432792,1,00NH_M2_E1_15_15,2
13,Pamr1,00NH,0.197604361785092,1,00NH_M2_E1_15_18,2
3,Pamr1,00NH,0.135125268871836,1,00NH_M2_E1_15_22,2
12,Pamr1,00NH,0.105758131174558,1,00NH_M2_E1_15_23,2
1,Pamr1,00NH,0.109135071708933,1,00NH_M2_E1_15_24,2
8,Pamr1,00NH,0.108127084278864,1,00NH_M2_E1_16_1,2
4,Pamr1,00NH,0.160155453711303,1,00NH_M2_E1_16_4,2
8,Pamr1,00NH,0.119262668633083,1,00NH_M2_E1_16_5,2
5,Pamr1,00NH,0.118610489958422,1,00NH_M2_E1_26_4,2
1,Pamr1,00NH,0.110083359010669,1,00NH_M2_E1_26_6,2
2,Pamr1,00NH,0.128306511859164,1,00NH_M2_E1_26_7,2
24,Pamr1,00NH,0.135393459812835,1,00NH_M2_E1_27_1,2
14,Pamr1,00NH,0.188244855645658,1,00NH_M2_E1_27_3,2
11,Pamr1,00NH,0.14859584658363,1,00NH_M2_E1_27_4,2
0,Pamr1,00NH,0.106337839065251,1,00NH_M2_E1_27_8,2
11,Pamr1,00NH,0.177647498303671,1,00NH_M2_E1_27_11,2
3,Pamr1,00NH,0.193781616377215,1,00NH_M2_E1_27_13,2
3,Pamr1,00NH,0.169107520440425,1,00NH_M2_E1_27_14,2
9,Pamr1,00NH,0.133359935150366,1,00NH_M2_E1_27_18,2
1,Pamr1,00NH,0.155822042751457,1,00NH_M2_E1_30_6,2
17,Pamr1,00NH,0.181647584866472,1,00NH_M2_E1_30_8,2
0,Pamr1,00NH,0.127395723053232,1,00NH_M2_E1_30_9,2
21,Pamr1,00NH,0.173788801558877,1,00NH_M2_E1_30_10,2
6,Pamr1,00NH,0.143100821196114,1,00NH_M2_E1_31_2,2
10,Pamr1,00NH,0.122477536181303,1,00NH_M2_E1_31_3,2
7,Pamr1,00NH,0.124769457225142,1,00NH_M2_E1_31_4,2
2,Pamr1,00NH,0.167113561327907,1,00NH_M2_E1_31_5,2
1,Pamr1,00NH,0.155059879859252,1,00NH_M2_E1_31_6,2
2,Pamr1,00NH,0.194008314154896,1,00NH_M2_E1_40_17,2
1,Pamr1,00NH,0.107682600954394,1,00NH_M2_E1_40_18,2
4,Pamr1,00NH,0.184431451255243,1,00NH_M2_E1_41_8,2
3,Pamr1,00NH,0.104496879869896,1,00NH_M2_E1_41_9,2
4,Pamr1,00NH,0.128232980694606,1,00NH_M2_E1_41_11,2
2,Pamr1,00NH,0.145486527434212,1,00NH_M2_E1_41_13,2
5,Pamr1,00NH,0.182562374971521,1,00NH_M2_E1_41_14,2
1,Pamr1,00NH,0.195323497391206,1,00NH_M2_E1_51_1,2
8,Pamr1,00NH,0.1884685089975,1,00NH_M2_E1_51_12,2
7,Pamr1,00NH,0.181056977238062,1,00NH_M2_E1_51_13,2
21,Pamr1,00NH,0.14922838544218,1,00NH_M2_E1_51_16,2
11,Pamr1,00NH,0.166127653147966,1,00NH_M2_E1_51_18,2
13,Pamr1,00NH,0.189595342494754,1,00NH_M2_E1_51_19,2
6,Pamr1,00NH,0.181594667979934,1,00NH_M2_E1_52_1,2
0,Pamr1,00NH,0.190380425492568,1,00NH_M2_E1_52_3,2
5,Pamr1,00NH,0.141745022461931,1,00NH_M2_E1_52_8,2
8,Pamr1,00NH,0.192410550138253,1,00NH_M2_E1_53_1,2
8,Pamr1,00NH,0.133430936288455,1,00NH_M2_E1_53_2,2
7,Pamr1,00NH,0.13667023033337,1,00NH_M2_E1_53_6,2
3,Pamr1,00NH,0.177561299958354,1,00NH_M2_E1_53_8,2
26,Pamr1,00NH,0.12705506836109,1,00NH_M2_E1_53_9,2
12,Pamr1,00NH,0.168474190354067,1,00NH_M2_E1_53_11,2
10,Pamr1,00NH,0.148192046768201,1,00NH_M2_E1_53_14,2
6,Pamr1,00NH,0.14821096069972,1,00NH_M2_E1_60_13,2
5,Pamr1,00NH,0.143638908726461,1,00NH_M2_E1_61_2,2
4,Pamr1,00NH,0.142842903766802,1,00NH_M2_E1_61_4,2
1,Pamr1,00NH,0.172766509260379,1,00NH_M2_E1_61_5,2
29,Pamr1,00NH,0.132152786274639,1,00NH_M2_E1_61_6,2
3,Pamr1,00NH,0.152346628927817,1,00NH_M2_E1_61_7,2
11,Pamr1,00NH,0.149641144793519,1,00NH_M2_E1_61_9,2
12,Pamr1,00NH,0.193389380792784,1,00NH_M2_E1_61_10,2
7,Pamr1,00NH,0.14120605036772,1,00NH_M2_E1_61_14,2
5,Pamr1,00NH,0.146555543489876,1,00NH_M2_E1_61_15,2
2,Pamr1,00NH,0.106295433472895,1,00NH_M2_E1_61_16,2
1,Pamr1,00NH,0.194586104144818,1,00NH_M2_E1_62_3,2
3,Pamr1,00NH,0.170235109099199,1,00NH_M2_E1_62_4,2
4,Pamr1,00NH,0.11073141634281,1,00NH_M2_E1_62_8,2
10,Pamr1,00NH,0.165167408687041,1,00NH_M2_E1_62_9,2
17,Efhd2,00NI,0.162389153824805,1,00NI_M2_E1_10_10,2
12,Efhd2,00NI,0.163878399389392,1,00NI_M2_E1_10_11,2
22,Efhd2,00NI,0.17995288061748,1,00NI_M2_E1_10_14,2
19,Efhd2,00NI,0.166831721127648,1,00NI_M2_E1_10_15,2
18,Efhd2,00NI,0.167955099362136,1,00NI_M2_E1_13_1,2
20,Efhd2,00NI,0.133244487722216,1,00NI_M2_E1_13_4,2
16,Efhd2,00NI,0.128172140687331,1,00NI_M2_E1_13_7,2
22,Efhd2,00NI,0.113109726397213,1,00NI_M2_E1_13_8,2
18,Efhd2,00NI,0.121533556846185,1,00NI_M2_E1_13_9,2
31,Efhd2,00NI,0.154728659907001,1,00NI_M2_E1_22_1,2
5,Efhd2,00NI,0.102307415176579,1,00NI_M2_E1_22_2,2
38,Efhd2,00NI,0.191178737218641,1,00NI_M2_E1_22_5,2
3,Efhd2,00NI,0.10937672556699,1,00NI_M2_E1_22_9,2
30,Efhd2,00NI,0.157155430905974,1,00NI_M2_E1_22_11,2
15,Efhd2,00NI,0.102243207563429,1,00NI_M2_E1_24_4,2
33,Efhd2,00NI,0.177480789180965,1,00NI_M2_E1_25_6,2
14,Efhd2,00NI,0.155514483286154,1,00NI_M2_E1_31_1,2
32,Efhd2,00NI,0.154516622965987,1,00NI_M2_E1_31_3,2
38,Efhd2,00NI,0.185696886023361,1,00NI_M2_E1_31_4,2
18,Efhd2,00NI,0.151724606956222,1,00NI_M2_E1_31_8,2
19,Efhd2,00NI,0.117074158539003,1,00NI_M2_E1_31_11,2
18,Efhd2,00NI,0.16218098595897,1,00NI_M2_E1_31_12,2
41,Efhd2,00NI,0.151655297550603,1,00NI_M2_E1_31_13,2
53,Efhd2,00NI,0.169237523262993,1,00NI_M2_E1_34_3,2
19,Efhd2,00NI,0.159256463946054,1,00NI_M2_E1_34_5,2
44,Efhd2,00NI,0.173955678284796,1,00NI_M2_E1_34_7,2
16,Efhd2,00NI,0.155767333056707,1,00NI_M2_E1_34_11,2
16,Efhd2,00NI,0.126965724971095,1,00NI_M2_E1_34_14,2
20,Efhd2,00NI,0.121585901662624,1,00NI_M2_E1_34_18,2
8,Efhd2,00NI,0.118128192209625,1,00NI_M2_E1_38_15,2
17,Efhd2,00NI,0.157194944266982,1,00NI_M2_E1_38_16,2
15,Efhd2,00NI,0.1569837287551,1,00NI_M2_E1_39_1,2
9,Efhd2,00NI,0.116699234029713,1,00NI_M2_E1_39_3,2
21,Efhd2,00NI,0.18014719800763,1,00NI_M2_E1_39_6,2
23,Efhd2,00NI,0.166792003940057,1,00NI_M2_E1_39_10,2
12,Efhd2,00NI,0.112061120525433,1,00NI_M2_E1_39_12,2
17,Efhd2,00NI,0.177743498566146,1,00NI_M2_E1_39_14,2
14,Efhd2,00NI,0.139523847001365,1,00NI_M2_E1_39_15,2
7,Efhd2,00NI,0.108838246156756,1,00NI_M2_E1_39_17,2
11,Efhd2,00NI,0.102557981992376,1,00NI_M2_E1_39_18,2
27,Efhd2,00NI,0.199296714913668,1,00NI_M2_E1_39_19,2
31,Efhd2,00NI,0.170052295803988,1,00NI_M2_E1_48_10,2
36,Efhd2,00NI,0.154950199029015,1,00NI_M2_E1_48_15,2
32,Efhd2,00NI,0.181204519004404,1,00NI_M2_E1_48_16,2
20,Efhd2,00NI,0.127860855013632,1,00NI_M2_E1_49_1,2
17,Efhd2,00NI,0.105898785488274,1,00NI_M2_E1_49_3,2
14,Efhd2,00NI,0.101235096519713,1,00NI_M2_E1_49_4,2
23,Efhd2,00NI,0.174198896963524,1,00NI_M2_E1_49_7,2
16,Efhd2,00NI,0.100062549748245,1,00NI_M2_E1_49_10,2
13,Efhd2,00NI,0.12071471968256,1,00NI_M2_E1_49_11,2
12,Efhd2,00NI,0.121782379220487,1,00NI_M2_E1_49_14,2
8,Efhd2,00NI,0.124449519948681,1,00NI_M2_E1_51_1,2
22,Efhd2,00NI,0.115798830612081,1,00NI_M2_E1_51_7,2
6,Efhd2,00NI,0.116689077338949,1,00NI_M2_E1_51_13,2
15,Efhd2,00NI,0.179807447070987,1,00NI_M2_E1_60_12,2
44,Efhd2,00NI,0.188800029074632,1,00NI_M2_E1_61_5,2
16,Efhd2,00NI,0.116105977066688,1,00NI_M2_E1_61_7,2
19,Efhd2,00NI,0.114060333945562,1,00NI_M2_E1_61_10,2
25,Efhd2,00NI,0.149328941815439,1,00NI_M2_E1_61_12,2
13,Efhd2,00NI,0.133315618621074,1,00NI_M2_E1_61_13,2
17,Efhd2,00NI,0.114156625410382,1,00NI_M2_E1_62_2,2
14,Efhd2,00NI,0.179606419724377,1,00NI_M2_E1_63_1,2
28,Efhd2,00NI,0.143760317224187,1,00NI_M2_E1_63_10,2
34,Efhd2,00NI,0.159724654830227,1,00NI_M2_E1_63_12,2
11,Efhd2,00NI,0.124043750495199,1,00NI_M2_E1_63_16,2
16,Efhd2,00NI,0.156826549250028,1,00NI_M2_E1_63_17,2
8,Efhd2,00NI,0.138926641262725,1,00NI_M2_E1_63_18,2
27,Efhd2,00NI,0.198448684819343,1,00NI_M2_E1_68_5,2
55,Efhd2,00NI,0.180387632972381,1,00NI_M2_E1_68_14,2
28,Efhd2,00NI,0.197973702896641,1,00NI_M2_E1_69_1,2
14,Efhd2,00NI,0.135261974533622,1,00NI_M2_E1_69_2,2
17,Efhd2,00NI,0.158832054893565,1,00NI_M2_E1_69_3,2
3,Efhd2,00NI,0.132327269854887,1,00NI_M2_E1_69_4,2
22,Efhd2,00NI,0.135865901840878,1,00NI_M2_E1_69_5,2
25,Efhd2,00NI,0.143514441003009,1,00NI_M2_E1_69_6,2
6,Efhd2,00NI,0.111137523706859,1,00NI_M2_E1_69_7,2
10,Efhd2,00NI,0.106916742738989,1,00NI_M2_E1_69_9,2
12,Efhd2,00NI,0.137902805778109,1,00NI_M2_E1_69_12,2
17,Efhd2,00NI,0.127797822641732,1,00NI_M2_E1_70_2,2
21,Efhd2,00NI,0.148913164504768,1,00NI_M2_E1_70_4,2
28,Efhd2,00NI,0.116514382060481,1,00NI_M2_E1_70_7,2
28,Efhd2,00NI,0.118774030012249,1,00NI_M2_E1_70_11,2
26,Ddhd1,00NJ,0.191263798969676,1,00NJ_M3_E1_6_10,2
18,Ddhd1,00NJ,0.127433111818539,1,00NJ_M3_E1_6_16,2
25,Ddhd1,00NJ,0.129694097710564,1,00NJ_M3_E1_13_1,2
18,Ddhd1,00NJ,0.121222142792037,1,00NJ_M3_E1_13_7,2
17,Ddhd1,00NJ,0.134090358413508,1,00NJ_M3_E1_13_10,2
30,Ddhd1,00NJ,0.112207716405408,1,00NJ_M3_E1_13_12,2
16,Ddhd1,00NJ,0.131978227235424,1,00NJ_M3_E1_13_13,2
10,Ddhd1,00NJ,0.149154446219751,1,00NJ_M3_E1_13_23,2
16,Ddhd1,00NJ,0.153185715984572,1,00NJ_M3_E1_16_1,2
20,Ddhd1,00NJ,0.118946138393225,1,00NJ_M3_E1_16_5,2
12,Ddhd1,00NJ,0.119577865657708,1,00NJ_M3_E1_16_7,2
40,Ddhd1,00NJ,0.155571866204619,1,00NJ_M3_E1_16_11,2
10,Ddhd1,00NJ,0.187407405402459,1,00NJ_M3_E1_16_14,2
9,Ddhd1,00NJ,0.12303660707605,1,00NJ_M3_E1_16_16,2
28,Ddhd1,00NJ,0.12395154717292,1,00NJ_M3_E1_23_9,2
24,Ddhd1,00NJ,0.126536863768151,1,00NJ_M3_E1_23_12,2
42,Ddhd1,00NJ,0.186888239354603,1,00NJ_M3_E1_23_14,2
30,Ddhd1,00NJ,0.125547006277326,1,00NJ_M3_E1_24_1,2
14,Ddhd1,00NJ,0.123270445208762,1,00NJ_M3_E1_24_3,2
22,Ddhd1,00NJ,0.160168556802003,1,00NJ_M3_E1_24_4,2
26,Ddhd1,00NJ,0.10554950202961,1,00NJ_M3_E1_24_6,2
33,Ddhd1,00NJ,0.104781060503048,1,00NJ_M3_E1_24_7,2
24,Ddhd1,00NJ,0.137943773276794,1,00NJ_M3_E1_24_8,2
19,Ddhd1,00NJ,0.114105356154101,1,00NJ_M3_E1_24_9,2
25,Ddhd1,00NJ,0.121266090799839,1,00NJ_M3_E1_24_10,2
40,Ddhd1,00NJ,0.172275413091039,1,00NJ_M3_E1_27_3,2
21,Ddhd1,00NJ,0.163364608150018,1,00NJ_M3_E1_27_4,2
19,Ddhd1,00NJ,0.197260270105475,1,00NJ_M3_E1_27_5,2
30,Ddhd1,00NJ,0.116105201638412,1,00NJ_M3_E1_27_7,2
21,Ddhd1,00NJ,0.113502490092515,1,00NJ_M3_E1_27_9,2
31,Ddhd1,00NJ,0.192875907428005,1,00NJ_M3_E1_27_11,2
20,Ddhd1,00NJ,0.105887174952744,1,00NJ_M3_E1_27_15,2
20,Ddhd1,00NJ,0.146744189497369,1,00NJ_M3_E1_34_23,2
21,Ddhd1,00NJ,0.146215825885416,1,00NJ_M3_E1_41_2,2
22,Ddhd1,00NJ,0.175189828370081,1,00NJ_M3_E1_41_3,2
24,Ddhd1,00NJ,0.144545786397469,1,00NJ_M3_E1_41_4,2
33,Ddhd1,00NJ,0.111243163677823,1,00NJ_M3_E1_41_7,2
44,Ddhd1,00NJ,0.115706433412884,1,00NJ_M3_E1_41_8,2
15,Ddhd1,00NJ,0.183644311554899,1,00NJ_M3_E1_41_9,2
31,Ddhd1,00NJ,0.105642036621448,1,00NJ_M3_E1_41_12,2
20,Ddhd1,00NJ,0.165494505963498,1,00NJ_M3_E1_41_13,2
17,Ddhd1,00NJ,0.125060879023374,1,00NJ_M3_E1_41_18,2
31,Ddhd1,00NJ,0.190618998865925,1,00NJ_M3_E1_44_4,2
25,Ddhd1,00NJ,0.110589554448302,1,00NJ_M3_E1_44_7,2
27,Ddhd1,00NJ,0.174623703191882,1,00NJ_M3_E1_44_8,2
28,Ddhd1,00NJ,0.155274557551682,1,00NJ_M3_E1_44_9,2
38,Ddhd1,00NJ,0.194379301582003,1,00NJ_M3_E1_45_8,2
36,Ddhd1,00NJ,0.176690488611966,1,00NJ_M3_E1_45_13,2
20,Ddhd1,00NJ,0.19083282748114,1,00NJ_M3_E1_45_15,2
34,Ddhd1,00NJ,0.190815715351774,1,00NJ_M3_E1_52_1,2
26,Ddhd1,00NJ,0.154545220855189,1,00NJ_M3_E1_52_3,2
14,Ddhd1,00NJ,0.182125472686473,1,00NJ_M3_E1_52_4,2
31,Ddhd1,00NJ,0.183481254206806,1,00NJ_M3_E1_52_5,2
26,Ddhd1,00NJ,0.187531428203094,1,00NJ_M3_E1_52_15,2
33,Ddhd1,00NJ,0.11133185426738,1,00NJ_M3_E1_52_16,2
18,Ddhd1,00NJ,0.147257978575811,1,00NJ_M3_E1_52_17,2
43,Ddhd1,00NJ,0.182618455031984,1,00NJ_M3_E1_55_2,2
23,Ddhd1,00NJ,0.128117706383657,1,00NJ_M3_E1_55_3,2
16,Ddhd1,00NJ,0.194437215666272,1,00NJ_M3_E1_55_8,2
12,Ddhd1,00NJ,0.161572133342047,1,00NJ_M3_E1_55_11,2
21,Ddhd1,00NJ,0.125523269252168,1,00NJ_M3_E1_55_12,2
24,Ddhd1,00NJ,0.198314857311772,1,00NJ_M3_E1_55_15,2
37,Ddhd1,00NJ,0.158736480667289,1,00NJ_M3_E1_55_16,2
7,Ddhd1,00NJ,0.197795155279266,1,00NJ_M3_E1_55_17,2
17,Ddhd1,00NJ,0.142586529075416,1,00NJ_M3_E1_60_8,2
10,Ddhd1,00NJ,0.130975903710573,1,00NJ_M3_E1_60_13,2
31,Ddhd1,00NJ,0.164158212708043,1,00NJ_M3_E1_60_14,2
33,Ddhd1,00NJ,0.156578516564854,1,00NJ_M3_E1_61_1,2
21,Ddhd1,00NJ,0.120889355946738,1,00NJ_M3_E1_61_2,2
23,Ddhd1,00NJ,0.125203305552443,1,00NJ_M3_E1_61_6,2
14,Ddhd1,00NJ,0.140490982919472,1,00NJ_M3_E1_61_8,2
3,Id3,00NJ,0.191263798969676,1,00NJ_M3_E1_6_10,2
26,Id3,00NJ,0.127433111818539,1,00NJ_M3_E1_6_16,2
12,Id3,00NJ,0.129694097710564,1,00NJ_M3_E1_13_1,2
20,Id3,00NJ,0.121222142792037,1,00NJ_M3_E1_13_7,2
1,Id3,00NJ,0.134090358413508,1,00NJ_M3_E1_13_10,2
34,Id3,00NJ,0.112207716405408,1,00NJ_M3_E1_13_12,2
1,Id3,00NJ,0.131978227235424,1,00NJ_M3_E1_13_13,2
1,Id3,00NJ,0.149154446219751,1,00NJ_M3_E1_13_23,2
2,Id3,00NJ,0.153185715984572,1,00NJ_M3_E1_16_1,2
5,Id3,00NJ,0.118946138393225,1,00NJ_M3_E1_16_5,2
0,Id3,00NJ,0.119577865657708,1,00NJ_M3_E1_16_7,2
4,Id3,00NJ,0.155571866204619,1,00NJ_M3_E1_16_11,2
0,Id3,00NJ,0.187407405402459,1,00NJ_M3_E1_16_14,2
7,Id3,00NJ,0.12303660707605,1,00NJ_M3_E1_16_16,2
22,Id3,00NJ,0.12395154717292,1,00NJ_M3_E1_23_9,2
2,Id3,00NJ,0.126536863768151,1,00NJ_M3_E1_23_12,2
2,Id3,00NJ,0.186888239354603,1,00NJ_M3_E1_23_14,2
0,Id3,00NJ,0.125547006277326,1,00NJ_M3_E1_24_1,2
5,Id3,00NJ,0.123270445208762,1,00NJ_M3_E1_24_3,2
1,Id3,00NJ,0.160168556802003,1,00NJ_M3_E1_24_4,2
2,Id3,00NJ,0.10554950202961,1,00NJ_M3_E1_24_6,2
1,Id3,00NJ,0.104781060503048,1,00NJ_M3_E1_24_7,2
2,Id3,00NJ,0.137943773276794,1,00NJ_M3_E1_24_8,2
3,Id3,00NJ,0.114105356154101,1,00NJ_M3_E1_24_9,2
16,Id3,00NJ,0.121266090799839,1,00NJ_M3_E1_24_10,2
8,Id3,00NJ,0.172275413091039,1,00NJ_M3_E1_27_3,2
0,Id3,00NJ,0.163364608150018,1,00NJ_M3_E1_27_4,2
1,Id3,00NJ,0.197260270105475,1,00NJ_M3_E1_27_5,2
0,Id3,00NJ,0.116105201638412,1,00NJ_M3_E1_27_7,2
10,Id3,00NJ,0.113502490092515,1,00NJ_M3_E1_27_9,2
3,Id3,00NJ,0.192875907428005,1,00NJ_M3_E1_27_11,2
2,Id3,00NJ,0.105887174952744,1,00NJ_M3_E1_27_15,2
29,Id3,00NJ,0.146744189497369,1,00NJ_M3_E1_34_23,2
37,Id3,00NJ,0.146215825885416,1,00NJ_M3_E1_41_2,2
4,Id3,00NJ,0.175189828370081,1,00NJ_M3_E1_41_3,2
43,Id3,00NJ,0.144545786397469,1,00NJ_M3_E1_41_4,2
47,Id3,00NJ,0.111243163677823,1,00NJ_M3_E1_41_7,2
50,Id3,00NJ,0.115706433412884,1,00NJ_M3_E1_41_8,2
1,Id3,00NJ,0.183644311554899,1,00NJ_M3_E1_41_9,2
29,Id3,00NJ,0.105642036621448,1,00NJ_M3_E1_41_12,2
3,Id3,00NJ,0.165494505963498,1,00NJ_M3_E1_41_13,2
17,Id3,00NJ,0.125060879023374,1,00NJ_M3_E1_41_18,2
5,Id3,00NJ,0.190618998865925,1,00NJ_M3_E1_44_4,2
9,Id3,00NJ,0.110589554448302,1,00NJ_M3_E1_44_7,2
1,Id3,00NJ,0.174623703191882,1,00NJ_M3_E1_44_8,2
0,Id3,00NJ,0.155274557551682,1,00NJ_M3_E1_44_9,2
6,Id3,00NJ,0.194379301582003,1,00NJ_M3_E1_45_8,2
1,Id3,00NJ,0.176690488611966,1,00NJ_M3_E1_45_13,2
2,Id3,00NJ,0.19083282748114,1,00NJ_M3_E1_45_15,2
4,Id3,00NJ,0.190815715351774,1,00NJ_M3_E1_52_1,2
2,Id3,00NJ,0.154545220855189,1,00NJ_M3_E1_52_3,2
0,Id3,00NJ,0.182125472686473,1,00NJ_M3_E1_52_4,2
0,Id3,00NJ,0.183481254206806,1,00NJ_M3_E1_52_5,2
4,Id3,00NJ,0.187531428203094,1,00NJ_M3_E1_52_15,2
2,Id3,00NJ,0.11133185426738,1,00NJ_M3_E1_52_16,2
2,Id3,00NJ,0.147257978575811,1,00NJ_M3_E1_52_17,2
1,Id3,00NJ,0.182618455031984,1,00NJ_M3_E1_55_2,2
2,Id3,00NJ,0.128117706383657,1,00NJ_M3_E1_55_3,2
1,Id3,00NJ,0.194437215666272,1,00NJ_M3_E1_55_8,2
2,Id3,00NJ,0.161572133342047,1,00NJ_M3_E1_55_11,2
8,Id3,00NJ,0.125523269252168,1,00NJ_M3_E1_55_12,2
1,Id3,00NJ,0.198314857311772,1,00NJ_M3_E1_55_15,2
3,Id3,00NJ,0.158736480667289,1,00NJ_M3_E1_55_16,2
2,Id3,00NJ,0.197795155279266,1,00NJ_M3_E1_55_17,2
3,Id3,00NJ,0.142586529075416,1,00NJ_M3_E1_60_8,2
13,Id3,00NJ,0.130975903710573,1,00NJ_M3_E1_60_13,2
3,Id3,00NJ,0.164158212708043,1,00NJ_M3_E1_60_14,2
2,Id3,00NJ,0.156578516564854,1,00NJ_M3_E1_61_1,2
4,Id3,00NJ,0.120889355946738,1,00NJ_M3_E1_61_2,2
1,Id3,00NJ,0.125203305552443,1,00NJ_M3_E1_61_6,2
2,Id3,00NJ,0.140490982919472,1,00NJ_M3_E1_61_8,2
33,Chrdl1,009H,0.261230790312956,2,009H_M8b_E2_Astrocytes_563_7,3
20,Chrdl1,009H,0.231266142597778,2,009H_M8b_E2_Astrocytes_284_12,3
25,Chrdl1,009H,0.266592965151963,2,009H_M8b_E2_Astrocytes_326_1,3
24,Chrdl1,009H,0.289939799429957,2,009H_M8b_E2_Astrocytes_326_10,3
26,Chrdl1,009H,0.209295723134839,2,009H_M8b_E2_Astrocytes_261_1,3
24,Chrdl1,009H,0.233660934165839,2,009H_M8b_E2_Astrocytes_299_9,3
22,Chrdl1,009H,0.244016701454759,2,009H_M8b_E2_Astrocytes_299_11,3
28,Chrdl1,009H,0.26300874938268,2,009H_M8b_E2_Astrocytes_299_13,3
28,Chrdl1,009H,0.267251621068065,2,009H_M8b_E2_Astrocytes_299_14,3
39,Chrdl1,009H,0.281302787697749,2,009H_M8b_E2_Astrocytes_299_15,3
51,Chrdl1,009H,0.236030069465602,2,009H_M8b_E2_Astrocytes_237_3,3
25,Chrdl1,009H,0.293092279574103,2,009H_M8b_E2_Astrocytes_237_6,3
20,Chrdl1,009H,0.243969088927309,2,009H_M8b_E2_Astrocytes_360_4,3
44,Chrdl1,009H,0.244406672891536,2,009H_M8b_E2_Astrocytes_360_7,3
26,Chrdl1,009H,0.277581830078762,2,009H_M8b_E2_Astrocytes_360_8,3
31,Chrdl1,009H,0.232259048622217,2,009H_M8b_E2_Astrocytes_360_14,3
36,Chrdl1,009H,0.233187218355021,2,009H_M8b_E2_Astrocytes_297_3,3
27,Chrdl1,009H,0.252863121625154,2,009H_M8b_E2_Astrocytes_297_4,3
35,Chrdl1,009H,0.206419085646593,2,009H_M8b_E2_Astrocytes_205_1,3
37,Chrdl1,009H,0.209530978229951,2,009H_M8b_E2_Astrocytes_205_5,3
36,Chrdl1,009H,0.261664318790869,2,009H_M8b_E2_Astrocytes_205_8,3
12,Chrdl1,009H,0.280079209267471,2,009H_M8b_E2_Astrocytes_205_9,3
36,Chrdl1,009H,0.291466483449442,2,009H_M8b_E2_Astrocytes_205_11,3
11,Chrdl1,009H,0.290664380661949,2,009H_M8b_E2_Astrocytes_168_2,3
3,Chrdl1,009H,0.278590644975056,2,009H_M8b_E2_Astrocytes_168_4,3
9,Chrdl1,009H,0.235113522277649,2,009H_M8b_E2_Astrocytes_168_5,3
22,Chrdl1,009H,0.299529712812947,2,009H_M8b_E2_Astrocytes_168_8,3
21,Chrdl1,009H,0.280120363230514,2,009H_M8b_E2_Astrocytes_168_11,3
13,Chrdl1,009H,0.250810565801714,2,009H_M8b_E2_Astrocytes_168_13,3
23,Chrdl1,009H,0.274039362521561,2,009H_M8b_E2_Astrocytes_168_18,3
32,Chrdl1,009H,0.223226752330099,2,009H_M8b_E2_Astrocytes_327_3,3
25,Chrdl1,009H,0.236438814090219,2,009H_M8b_E2_Astrocytes_327_4,3
32,Chrdl1,009H,0.247600626612376,2,009H_M8b_E2_Astrocytes_327_5,3
56,Chrdl1,009H,0.242746717878331,2,009H_M8b_E2_Astrocytes_327_10,3
