"slide"	"analysis"	"file"	"Field"	"ObjectNo"	"PositionX_m"	"PositionY_m"	"normalisedDepth"	"segmentation"	"celltype"	"ctxdepthInterval"	"area"	"channel"	"spotcounts"	"genes"	"cell.id"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	14	11	-1858.35	-19361.96	0.458345923672244	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	50	"Igfbp2"	"00NE_M3_E1_14_11"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	14	12	-1797.09	-19371.97	0.413286113244122	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	85	"Igfbp2"	"00NE_M3_E1_14_12"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	15	1	-1363.93	-19098.49	0.179594179758536	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	63	"Igfbp2"	"00NE_M3_E1_15_1"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	15	2	-1442.81	-19133.85	0.228822740733551	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	60	"Igfbp2"	"00NE_M3_E1_15_2"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	15	3	-1425.25	-19170.42	0.206149869622885	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	58	"Igfbp2"	"00NE_M3_E1_15_3"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	15	4	-1632.42	-19176.15	0.351929620504703	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	99	"Igfbp2"	"00NE_M3_E1_15_4"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	15	5	-1614.98	-19217.1	0.328163284641708	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	45	"Igfbp2"	"00NE_M3_E1_15_5"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	15	7	-1350.52	-19225.93	0.137541283452135	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	23	"Igfbp2"	"00NE_M3_E1_15_7"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	15	8	-1491.22	-19249.21	0.231089237405063	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	103	"Igfbp2"	"00NE_M3_E1_15_8"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	15	10	-1629.24	-19295.57	0.316558807985759	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	65	"Igfbp2"	"00NE_M3_E1_15_10"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	15	11	-1512	-19312.27	0.228303879589877	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	68	"Igfbp2"	"00NE_M3_E1_15_11"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	15	12	-1646.73	-19332.71	0.31871006492798	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	84	"Igfbp2"	"00NE_M3_E1_15_12"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	15	13	-1413.48	-19334.34	0.151952020858975	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	45	"Igfbp2"	"00NE_M3_E1_15_13"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	15	14	-1364.9	-19339.59	0.115899134625005	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	29	"Igfbp2"	"00NE_M3_E1_15_14"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	15	15	-1455.33	-19098.43	0.246835260469067	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	86	"Igfbp2"	"00NE_M3_E1_15_15"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	16	1	-1340	-19083.66	0.164924393138965	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	30	"Igfbp2"	"00NE_M3_E1_16_1"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	16	2	-1359	-19095.76	0.176510569008693	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	19	"Igfbp2"	"00NE_M3_E1_16_2"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	16	5	-1291.47	-19172.74	0.110529842926147	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	9	"Igfbp2"	"00NE_M3_E1_16_5"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	16	6	-1330.47	-19180.59	0.136004581144824	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	38	"Igfbp2"	"00NE_M3_E1_16_6"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	16	8	-1350	-19226.56	0.136995404122989	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	25	"Igfbp2"	"00NE_M3_E1_16_8"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	16	9	-1304.96	-19242.89	0.100428222089093	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	33	"Igfbp2"	"00NE_M3_E1_16_9"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	16	10	-1311.18	-19276.99	0.0952740505808913	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	46	"Igfbp2"	"00NE_M3_E1_16_10"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	16	11	-1301.51	-19326.21	0.0745708835140333	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	22	"Igfbp2"	"00NE_M3_E1_16_11"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	18	1	-1632.56	-19415.93	0.284622625379873	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	54	"Igfbp2"	"00NE_M3_E1_18_1"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	18	2	-1402.53	-19488.55	0.100647897128816	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	47	"Igfbp2"	"00NE_M3_E1_18_2"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	18	4	-1557.57	-19495.69	0.207642593199737	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	51	"Igfbp2"	"00NE_M3_E1_18_4"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	18	5	-1547.42	-19501.39	0.198758951197149	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	26	"Igfbp2"	"00NE_M3_E1_18_5"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	18	8	-1455.2	-19588.42	0.10556285201977	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	32	"Igfbp2"	"00NE_M3_E1_18_8"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	18	9	-1551.29	-19588.67	0.170178287749414	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	88	"Igfbp2"	"00NE_M3_E1_18_9"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	18	10	-1435.01	-19605.2	0.0859696452728456	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	9	"Igfbp2"	"00NE_M3_E1_18_10"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	18	11	-1561.71	-19625.04	0.163991535816379	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	55	"Igfbp2"	"00NE_M3_E1_18_11"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	18	12	-1525.82	-19669.63	0.123943152183534	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	51	"Igfbp2"	"00NE_M3_E1_18_12"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	19	1	-1858.4	-19365.9	0.456947146591381	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	39	"Igfbp2"	"00NE_M3_E1_19_1"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	19	2	-1797.17	-19374.69	0.412489836264654	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	78	"Igfbp2"	"00NE_M3_E1_19_2"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	19	4	-1840.98	-19441.28	0.417203635207551	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	105	"Igfbp2"	"00NE_M3_E1_19_4"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	19	5	-1886.18	-19449.84	0.443511231882445	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	60	"Igfbp2"	"00NE_M3_E1_19_5"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	19	6	-1773.92	-19458.79	0.366320170074555	"CTX S-BF L4"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	65	"Igfbp2"	"00NE_M3_E1_19_6"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	19	9	-1868.59	-19518.88	0.405699751522864	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	85	"Igfbp2"	"00NE_M3_E1_19_9"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	19	10	-1759.01	-19517.8	0.334315418190585	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	56	"Igfbp2"	"00NE_M3_E1_19_10"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	19	11	-1675.7	-19519.84	0.278405952246051	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	58	"Igfbp2"	"00NE_M3_E1_19_11"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	19	12	-1830.26	-19543.05	0.371548271141053	"CTX S-BF L4"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	81	"Igfbp2"	"00NE_M3_E1_19_12"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	19	13	-1728.51	-19617.23	0.2772206390806	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	79	"Igfbp2"	"00NE_M3_E1_19_13"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	19	14	-1757	-19624.5	0.293223109277134	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	66	"Igfbp2"	"00NE_M3_E1_19_14"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	19	15	-1901.72	-19654.82	0.375619961229363	"CTX S-BF L4"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	109	"Igfbp2"	"00NE_M3_E1_19_15"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	19	16	-1739.78	-19658.19	0.269526636112666	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	70	"Igfbp2"	"00NE_M3_E1_19_16"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	19	17	-1789.99	-19669.57	0.298143461959361	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	77	"Igfbp2"	"00NE_M3_E1_19_17"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	1	-2227.6	-19396.12	0.684424578199274	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	35	"Igfbp2"	"00NE_M3_E1_20_1"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	2	-2101.87	-19394.8	0.604618829232224	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	66	"Igfbp2"	"00NE_M3_E1_20_2"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	3	-2176.84	-19409.73	0.646722842858365	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	54	"Igfbp2"	"00NE_M3_E1_20_3"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	5	-2223.85	-19441.8	0.663169593455446	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	53	"Igfbp2"	"00NE_M3_E1_20_5"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	6	-1985.38	-19454.2	0.506331806921342	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	57	"Igfbp2"	"00NE_M3_E1_20_6"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	7	-2150.32	-19459.39	0.610290200503732	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	61	"Igfbp2"	"00NE_M3_E1_20_7"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	9	-2106.29	-19493.35	0.568946106038236	"CTX S-BF L5"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	70	"Igfbp2"	"00NE_M3_E1_20_9"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	10	-1987.13	-19514.33	0.484323484268926	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	90	"Igfbp2"	"00NE_M3_E1_20_10"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	11	-2194.08	-19518.25	0.609375364481279	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	51	"Igfbp2"	"00NE_M3_E1_20_11"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	12	-2225.88	-19536.68	0.618305032512136	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	50	"Igfbp2"	"00NE_M3_E1_20_12"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	13	-2047.35	-19532	0.516288476535649	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	30	"Igfbp2"	"00NE_M3_E1_20_13"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	14	-2043.65	-19545.61	0.508692013831045	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	48	"Igfbp2"	"00NE_M3_E1_20_14"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	15	-2162.48	-19559.94	0.570974777191911	"CTX S-BF L5"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	52	"Igfbp2"	"00NE_M3_E1_20_15"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	17	-2234.52	-19566.44	0.608548787798455	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	43	"Igfbp2"	"00NE_M3_E1_20_17"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	18	-2084.32	-19572.61	0.520300819732989	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	58	"Igfbp2"	"00NE_M3_E1_20_18"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	19	-2242.84	-19652.66	0.570804931568586	"CTX S-BF L5"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	62	"Igfbp2"	"00NE_M3_E1_20_19"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	20	-1974.08	-19649.17	0.420143924593513	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	72	"Igfbp2"	"00NE_M3_E1_20_20"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	21	-2121.66	-19654.6	0.501264867128023	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	69	"Igfbp2"	"00NE_M3_E1_20_21"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	20	22	-2072.68	-19653.99	0.473859724798505	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	32	"Igfbp2"	"00NE_M3_E1_20_22"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	21	1	-2327.32	-19367.68	0.758388152147521	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	30	"Igfbp2"	"00NE_M3_E1_21_1"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	21	3	-2296.76	-19383.77	0.732907621951174	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	43	"Igfbp2"	"00NE_M3_E1_21_3"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	21	4	-2331.49	-19391.66	0.749426354431362	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	45	"Igfbp2"	"00NE_M3_E1_21_4"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	21	5	-2382.33	-19496.83	0.726518432853046	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	52	"Igfbp2"	"00NE_M3_E1_21_5"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	21	6	-2371.15	-19557.07	0.690544599129752	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	63	"Igfbp2"	"00NE_M3_E1_21_6"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	21	7	-2339.71	-19609.53	0.646908471012594	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	71	"Igfbp2"	"00NE_M3_E1_21_7"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	21	8	-2409.41	-19624.2	0.679163565425703	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	47	"Igfbp2"	"00NE_M3_E1_21_8"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	21	9	-2469.07	-19631.98	0.706688210993773	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	34	"Igfbp2"	"00NE_M3_E1_21_9"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	21	10	-2530.95	-19656.48	0.726588522679209	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	27	"Igfbp2"	"00NE_M3_E1_21_10"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	22	1	-2675.76	-19373.32	0.953517519018229	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Igfbp2"	"00NE_M3_E1_22_1"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	22	2	-2602.57	-19385.29	0.906236729351657	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	19	"Igfbp2"	"00NE_M3_E1_22_2"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	22	3	-2666.21	-19406.52	0.931566210089371	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	5	"Igfbp2"	"00NE_M3_E1_22_3"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	22	4	-2751.14	-19416.56	0.973635617953921	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Igfbp2"	"00NE_M3_E1_22_4"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	22	5	-2572.67	-19469.85	0.84743354392121	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	28	"Igfbp2"	"00NE_M3_E1_22_5"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	22	6	-2693.37	-19486.83	0.905006666811155	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	15	"Igfbp2"	"00NE_M3_E1_22_6"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	22	7	-2791.56	-19489.3	0.958565540566577	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Igfbp2"	"00NE_M3_E1_22_7"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	22	8	-2754.18	-19549.88	0.905748547186326	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	8	"Igfbp2"	"00NE_M3_E1_22_8"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	22	9	-2732.51	-19590.53	0.872105492059846	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	16	"Igfbp2"	"00NE_M3_E1_22_9"
"00NE"	"P56cor2-CTXsbf-sastv21_00NE_Astrocytes.tsv"	"00NE_M3_E1"	22	10	-2750.02	-19626.29	0.862809429550365	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	21	"Igfbp2"	"00NE_M3_E1_22_10"
