"slide"	"analysis"	"file"	"Field"	"ObjectNo"	"PositionX_m"	"PositionY_m"	"normalisedDepth"	"layer"	"ctxdepthInterval"	"area"	"channel"	"spotcounts"	"genes"	"cell.id"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	332	8	-4143.95	-17803.26	0.463650668852516	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	36	"Chrdl1"	"009H_M8b_E2_Astrocytes_332_8"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	332	9	-4094.27	-17809.36	0.438325005530967	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	24	"Chrdl1"	"009H_M8b_E2_Astrocytes_332_9"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	332	10	-4191.67	-17827.32	0.501721049262634	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	34	"Chrdl1"	"009H_M8b_E2_Astrocytes_332_10"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	332	12	-4227.76	-17848.55	0.53187578250738	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	12	"Chrdl1"	"009H_M8b_E2_Astrocytes_332_12"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	332	13	-4050.57	-17853.71	0.433092884167912	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	44	"Chrdl1"	"009H_M8b_E2_Astrocytes_332_13"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	332	14	-4169.38	-17859.19	0.504173793137427	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	46	"Chrdl1"	"009H_M8b_E2_Astrocytes_332_14"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	332	19	-4058.98	-18025.9	0.508595122563897	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	10	"Chrdl1"	"009H_M8b_E2_Astrocytes_332_19"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	360	4	-3631.65	-18075.1	0.243969088927309	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	20	"Chrdl1"	"009H_M8b_E2_Astrocytes_360_4"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	360	5	-3527.46	-18100.62	0.176785024787842	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	16	"Chrdl1"	"009H_M8b_E2_Astrocytes_360_5"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	360	7	-3598.58	-18159.69	0.244406672891536	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	44	"Chrdl1"	"009H_M8b_E2_Astrocytes_360_7"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	360	8	-3644.47	-18160.3	0.277581830078762	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	26	"Chrdl1"	"009H_M8b_E2_Astrocytes_360_8"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	360	9	-3523.9	-18156.69	0.189280875286054	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	30	"Chrdl1"	"009H_M8b_E2_Astrocytes_360_9"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	360	12	-3490.84	-18193.06	0.174604331643905	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	54	"Chrdl1"	"009H_M8b_E2_Astrocytes_360_12"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	360	13	-3679.79	-18197.36	0.313602336098498	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	13	"Chrdl1"	"009H_M8b_E2_Astrocytes_360_13"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	360	14	-3563.37	-18208.94	0.232259048622217	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	31	"Chrdl1"	"009H_M8b_E2_Astrocytes_360_14"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	297	3	-5035.92	-16860.54	0.233187218355021	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	36	"Chrdl1"	"009H_M8b_E2_Astrocytes_297_3"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	297	4	-5051.71	-16885.18	0.252863121625154	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	27	"Chrdl1"	"009H_M8b_E2_Astrocytes_297_4"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	297	5	-5147.32	-16956.82	0.318335678376508	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	24	"Chrdl1"	"009H_M8b_E2_Astrocytes_297_5"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	297	6	-5040.2	-16974.32	0.312468063127212	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	31	"Chrdl1"	"009H_M8b_E2_Astrocytes_297_6"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	297	9	-5216.43	-17047.8	0.392492447253477	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	10	"Chrdl1"	"009H_M8b_E2_Astrocytes_297_9"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	297	10	-5079.46	-17051.17	0.372117510183082	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	38	"Chrdl1"	"009H_M8b_E2_Astrocytes_297_10"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	297	11	-4997.85	-17092.89	0.385265084762735	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	22	"Chrdl1"	"009H_M8b_E2_Astrocytes_297_11"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	134	10	4659.49	3080.87	0.519792785684328	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	16	"Chrdl1"	"009H_M8b_E2_Astrocytes_134_10"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	134	11	4556.22	3064.69	0.418275169309182	"L2-3"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	15	"Chrdl1"	"009H_M8b_E2_Astrocytes_134_11"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	134	12	4772.41	3064.22	0.616989891280211	"L4"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	14	"Chrdl1"	"009H_M8b_E2_Astrocytes_134_12"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	609	1	-3984.58	-25016.68	0.374601332246273	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	31	"Chrdl1"	"009H_M8b_E2_Astrocytes_609_1"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	609	3	-3907.85	-25098.56	0.371189229729308	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	34	"Chrdl1"	"009H_M8b_E2_Astrocytes_609_3"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	609	4	-3859.73	-25137.26	0.362946058004507	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	42	"Chrdl1"	"009H_M8b_E2_Astrocytes_609_4"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	609	5	-3941.61	-25140.07	0.409861662595345	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	33	"Chrdl1"	"009H_M8b_E2_Astrocytes_609_5"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	609	6	-3995.72	-25143.14	0.44149672614474	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	41	"Chrdl1"	"009H_M8b_E2_Astrocytes_609_6"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	609	8	-3910.54	-25171.65	0.40766287176051	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	50	"Chrdl1"	"009H_M8b_E2_Astrocytes_609_8"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	609	9	-3895.04	-25211.94	0.415647154387246	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	38	"Chrdl1"	"009H_M8b_E2_Astrocytes_609_9"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	609	10	-3937.05	-25225.92	0.446734061791278	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	28	"Chrdl1"	"009H_M8b_E2_Astrocytes_609_10"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	609	11	-4000.32	-25256.17	0.497357675780909	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	35	"Chrdl1"	"009H_M8b_E2_Astrocytes_609_11"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	609	12	-3841.37	-25268.33	0.407572089805394	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	24	"Chrdl1"	"009H_M8b_E2_Astrocytes_609_12"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	609	13	-4035.48	-25307.85	0.540537931820775	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	30	"Chrdl1"	"009H_M8b_E2_Astrocytes_609_13"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	609	14	-3989.3	-25305.1	0.511921661968183	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	48	"Chrdl1"	"009H_M8b_E2_Astrocytes_609_14"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	609	15	-3892.17	-25318.46	0.459798678139301	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	39	"Chrdl1"	"009H_M8b_E2_Astrocytes_609_15"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	359	1	-3935.4	-18024.46	0.431026492203238	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	33	"Chrdl1"	"009H_M8b_E2_Astrocytes_359_1"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	359	3	-3931.24	-18084.12	0.451674871864903	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	23	"Chrdl1"	"009H_M8b_E2_Astrocytes_359_3"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	359	4	-3808.35	-18093.43	0.371837754956753	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	21	"Chrdl1"	"009H_M8b_E2_Astrocytes_359_4"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	359	5	-3966.78	-18132.31	0.491033003217572	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	25	"Chrdl1"	"009H_M8b_E2_Astrocytes_359_5"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	359	6	-3933.49	-18137.21	0.470334467643897	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	27	"Chrdl1"	"009H_M8b_E2_Astrocytes_359_6"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	359	7	-3867.17	-18155.23	0.431236771938153	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	46	"Chrdl1"	"009H_M8b_E2_Astrocytes_359_7"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	359	9	-3970.57	-18201.11	0.516240941474512	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	24	"Chrdl1"	"009H_M8b_E2_Astrocytes_359_9"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	359	10	-3715.45	-18222.94	0.34666201816091	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	31	"Chrdl1"	"009H_M8b_E2_Astrocytes_359_10"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	359	12	-3829.79	-18244.61	0.434252898733328	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	19	"Chrdl1"	"009H_M8b_E2_Astrocytes_359_12"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	359	13	-3845.56	-18245.95	0.445659000320232	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	19	"Chrdl1"	"009H_M8b_E2_Astrocytes_359_13"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	359	14	-3726.73	-18259	0.365363183773536	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	29	"Chrdl1"	"009H_M8b_E2_Astrocytes_359_14"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	359	15	-3770.95	-18268.79	0.400103192621347	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	19	"Chrdl1"	"009H_M8b_E2_Astrocytes_359_15"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	359	16	-3710.1	-18277.61	0.358645527903847	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	12	"Chrdl1"	"009H_M8b_E2_Astrocytes_359_16"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	324	2	-4612.69	-17450.48	0.491743461152004	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	16	"Chrdl1"	"009H_M8b_E2_Astrocytes_324_2"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	205	1	4542.27	2374.11	0.206419085646593	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	35	"Chrdl1"	"009H_M8b_E2_Astrocytes_205_1"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	205	2	4720.9	2357.79	0.337398534724723	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	31	"Chrdl1"	"009H_M8b_E2_Astrocytes_205_2"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	205	3	4778.74	2337.97	0.37283431161197	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	26	"Chrdl1"	"009H_M8b_E2_Astrocytes_205_3"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	205	4	4759.26	2335.65	0.357792753678368	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	11	"Chrdl1"	"009H_M8b_E2_Astrocytes_205_4"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	205	5	4573.14	2309.3	0.209530978229951	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	37	"Chrdl1"	"009H_M8b_E2_Astrocytes_205_5"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	205	8	4667.06	2252.86	0.261664318790869	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	36	"Chrdl1"	"009H_M8b_E2_Astrocytes_205_8"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	205	9	4710.32	2212.67	0.280079209267471	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	12	"Chrdl1"	"009H_M8b_E2_Astrocytes_205_9"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	205	11	4746.11	2168.96	0.291466483449442	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	36	"Chrdl1"	"009H_M8b_E2_Astrocytes_205_11"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	205	13	4536.05	2275.68	0.170324357575251	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	25	"Chrdl1"	"009H_M8b_E2_Astrocytes_205_13"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	556	11	-5061.76	-24142.54	0.117217396301524	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	53	"Chrdl1"	"009H_M8b_E2_Astrocytes_556_11"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	578	3	-4909.37	-24495.14	0.370450172853155	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	36	"Chrdl1"	"009H_M8b_E2_Astrocytes_578_3"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	578	4	-4856.22	-24510.69	0.371774238486139	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	25	"Chrdl1"	"009H_M8b_E2_Astrocytes_578_4"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	578	5	-4753.16	-24517.18	0.351635940954861	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	23	"Chrdl1"	"009H_M8b_E2_Astrocytes_578_5"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	578	7	-4925.67	-24534.23	0.403938137310896	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	20	"Chrdl1"	"009H_M8b_E2_Astrocytes_578_7"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	578	8	-4717.79	-24548.78	0.362669036314203	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	34	"Chrdl1"	"009H_M8b_E2_Astrocytes_578_8"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	578	9	-4727.97	-24602.38	0.4042636080144	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	39	"Chrdl1"	"009H_M8b_E2_Astrocytes_578_9"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	578	10	-4686.7	-24631.57	0.411069150818896	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	10	"Chrdl1"	"009H_M8b_E2_Astrocytes_578_10"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	578	11	-4765.27	-24665.12	0.461491230272617	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	54	"Chrdl1"	"009H_M8b_E2_Astrocytes_578_11"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	168	1	4551.64	2982.38	0.389688863939383	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	25	"Chrdl1"	"009H_M8b_E2_Astrocytes_168_1"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	168	2	4446.75	2977.48	0.290664380661949	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	11	"Chrdl1"	"009H_M8b_E2_Astrocytes_168_2"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	168	3	4489.72	2969.85	0.328805926854495	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Chrdl1"	"009H_M8b_E2_Astrocytes_168_3"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	168	4	4436.2	2969.26	0.278590644975056	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	3	"Chrdl1"	"009H_M8b_E2_Astrocytes_168_4"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	168	5	4395.81	2947.94	0.235113522277649	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	9	"Chrdl1"	"009H_M8b_E2_Astrocytes_168_5"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	168	7	4624.46	2919.49	0.436026308313328	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	14	"Chrdl1"	"009H_M8b_E2_Astrocytes_168_7"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	168	8	4473.61	2918.58	0.299529712812947	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	22	"Chrdl1"	"009H_M8b_E2_Astrocytes_168_8"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	168	9	4648.43	2896.68	0.4501458938263	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	15	"Chrdl1"	"009H_M8b_E2_Astrocytes_168_9"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	168	10	4570.5	2892.87	0.379756910497147	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	13	"Chrdl1"	"009H_M8b_E2_Astrocytes_168_10"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	168	11	4464.05	2880.18	0.280120363230514	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	21	"Chrdl1"	"009H_M8b_E2_Astrocytes_168_11"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	168	12	4523.16	2852.78	0.325794583837851	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	9	"Chrdl1"	"009H_M8b_E2_Astrocytes_168_12"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	168	13	4441.95	2845.95	0.250810565801714	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	13	"Chrdl1"	"009H_M8b_E2_Astrocytes_168_13"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	168	14	4558.81	2832.99	0.351871210808247	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	27	"Chrdl1"	"009H_M8b_E2_Astrocytes_168_14"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	168	16	4516.37	2790.92	0.302583959112575	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	34	"Chrdl1"	"009H_M8b_E2_Astrocytes_168_16"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	168	17	4650.16	2772.64	0.413955272883509	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	25	"Chrdl1"	"009H_M8b_E2_Astrocytes_168_17"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	168	18	4496.55	2749.61	0.274039362521561	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	23	"Chrdl1"	"009H_M8b_E2_Astrocytes_168_18"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	327	1	-3889.02	-17435.83	0.147815193476667	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	36	"Chrdl1"	"009H_M8b_E2_Astrocytes_327_1"
